"Label","Ville","Tel","Code Postal","Adresse","Longitude","Latitude","Type","codgeo","Code Région","nbAgents"
"Brigade territoriale autonome de Guigneville-sur-Essonne","GUIGNEVILLE SUR ESSONNE","+33 1 64 57 68 25",91590,"Route de Milly-la-ForÃªt 91590 GUIGNEVILLE SUR ESSONNE",2.375577,48.462767,"Gendarmerie",,,
"Brigade territoriale autonome de Lardy","LARDY","+33 1 60 82 60 03",91510,"36 Rue de la Roche-qui-Tourne 91510 LARDY",2.252393,48.519245,"Gendarmerie",,,
"Brigade territoriale autonome de Dourdan","DOURDAN","+33 1 64 59 70 73",91410,"1 Rue de la Gironde 91410 DOURDAN",2.001426,48.529538,"Gendarmerie",,,
"Brigade territoriale autonome d'Ãtampes","ETAMPES","+33 1 64 94 69 45",91150,"76 Avenue du 8 Mai 1945 91150 ETAMPES",2.156803,48.439912,"Gendarmerie",,,
"Brigade territoriale autonome de Milly-la-ForÃªt","MILLY LA FORET","+33 1 64 98 80 27",91490,"30 Avenue du GÃ©nÃ©ral Leclerc 91490 MILLY LA FORET",2.47736,48.402351,"Gendarmerie",,,
"Brigade territoriale autonome de Mennecy","MENNECY","+33 1 64 57 22 22",91540,"Avenue de Villeroy 91540 MENNECY",2.426289,48.566864,"Gendarmerie",,,
"Brigade territoriale autonome de Fleury-MÃ©rogis","FLEURY MEROGIS","+33 1 60 15 72 05",91700,"1 Avenue des Peupliers 91700 FLEURY MEROGIS",2.374356,48.640203,"Gendarmerie",,,
"Brigade territoriale autonome d'Ãvry","EVRY","+33 1 60 79 65 66",91000,"11 Rue Jean MalÃ©zieux 91000 EVRY",2.44368,48.617816,"Gendarmerie",,,
"Brigade territoriale autonome de Brunoy","BRUNOY","+33 1 60 46 00 77",91800,"5 Avenue Pierre Prost 91800 BRUNOY",2.496994,48.697316,"Gendarmerie",,,
"Brigade territoriale autonome de Triel-sur-Seine","TRIEL SUR SEINE","+33 1 39 74 52 12",78510,"33 Rue Paul Doumer 78510 TRIEL SUR SEINE",2.006863,48.974031,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Germain-en-Laye","ST GERMAIN EN LAYE","+33 1 39 04 04 00",78100,"3 Rue du Panorama 78100 ST GERMAIN EN LAYE",2.079646,48.893079,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Arnoult-en-Yvelines","ST ARNOULT EN YVELINES","+33 1 61 08 32 30",78730,"20 Rue Jean Moulin 78730 ST ARNOULT EN YVELINES",1.934645,48.571718,"Gendarmerie",,,
"Brigade territoriale autonome de la Queue-les-Yvelines","LA QUEUE LES YVELINES","+33 1 34 86 40 01",78940,"88 Rue Nationale 78940 LA QUEUE LES YVELINES",1.757397,48.803256,"Gendarmerie",,,
"Brigade territoriale autonome de Jouars-Pontchartrain","JOUARS PONTCHARTRAIN","+33 1 34 91 76 80",78760,"37 Route du Pontel 78760 JOUARS PONTCHARTRAIN",1.894247,48.80496,"Gendarmerie",,,
"Brigade territoriale autonome de Montfort-l'Amaury","MONTFORT L AMAURY","+33 1 34 57 04 80",78490,"70 Rue de Paris 78490 MONTFORT L AMAURY",1.810666,48.779917,"Gendarmerie",,,
"Brigade territoriale autonome de Chevreuse","CHEVREUSE","+33 1 30 52 15 48",78460,"71 Route de Rambouillet 78460 CHEVREUSE",2.034157,48.70276,"Gendarmerie",,,
"Brigade territoriale autonome d'Ablis","ABLIS","+33 1 30 59 10 19",78660,"22 Rue de la Mairie 78660 ABLIS",1.832554,48.518786,"Gendarmerie",,,
"Brigade territoriale autonome de Rambouillet","RAMBOUILLET","+33 1 61 08 61 50",78120,"1 Rue Louis Pasteur 78120 RAMBOUILLET",1.82338,48.648243,"Gendarmerie",,,
"Brigade territoriale autonome de Maule","MAULE","+33 1 30 90 80 28",78580,"35 Boulevard Paul BarrÃ© 78580 MAULE",1.855927,48.909327,"Gendarmerie",,,
"Brigade territoriale autonome de Houdan-Maulette","MAULETTE","+33 1 30 46 93 20",78550,"41 Avenue GÃ©rard Annel 78550 MAULETTE",1.620009,48.792771,"Gendarmerie",,,
"Brigade territoriale autonome d'Ecquevilly","ECQUEVILLY","+33 1 34 75 50 04",78920,"21 Rue du Bel-Air 78920 ECQUEVILLY",1.918231,48.952391,"Gendarmerie",,,
"Brigade territoriale autonome de Limay","LIMAY","+33 1 30 92 41 55",78520,"14 Avenue de la Paix 78520 LIMAY",1.736512,48.995374,"Gendarmerie",,,
"Brigade territoriale autonome de BrÃ©val","BREVAL","+33 1 34 78 31 06",78980,"29 Rue RenÃ© Dhal 78980 BREVAL",1.525812,48.945419,"Gendarmerie",,,
"Brigade territoriale autonome de BonniÃ¨res-sur-Seine","BONNIERES SUR SEINE","+33 1 30 98 58 60",78270,"1 Rue du Val-Guyon 78270 BONNIERES SUR SEINE",1.587466,49.037761,"Gendarmerie",,,
"Brigade territoriale autonome de Versailles","VERSAILLES","+33 1 39 67 50 00",78000,"12 Rue Benjamin Franklin 78000 VERSAILLES",2.136323,48.798194,"Gendarmerie",,,
"Brigade territoriale autonome de CrÃ©teil","CRETEIL","+33 1 49 80 27 00",94000,"16 Avenue du Chemin-de-Mesly 94000 CRETEIL",2.461242,48.787221,"Gendarmerie",,,
"Brigade territoriale autonome de Bobigny","BOBIGNY","+33 1 48 96 30 30",93000,"118 Rue de la Folie 93000 BOBIGNY",2.442668,48.900193,"Gendarmerie",,,
"Brigade territoriale autonome de Montriond","MONTRIOND","+33 4 50 79 13 12",74110,"70 Route du PrÃ© 74110 MONTRIOND",6.746365,46.216155,"Gendarmerie",,,
"Brigade territoriale autonome de Nanterre","NANTERRE","+33 1 40 97 44 44",92000,"18 Boulevard Jules Hardouin-Mansart 92000 NANTERRE",2.21048,48.898906,"Gendarmerie",,,
"Brigade territoriale autonome de Paris-Exelmans","PARIS 16","+33 1 58 80 34 99",75016,"51 Boulevard Exelmans 75016 PARIS 16",2.261974,48.842125,"Gendarmerie",,,
"Brigade territoriale autonome de Cervione","CERVIONE","+33 4 95 38 13 93",20221,"Lieu-dit Alzetu 20221 CERVIONE",9.512472,42.324822,"Gendarmerie",,,
"Brigade territoriale autonome de Morosaglia-PontÃ©-Leccia","MOROSAGLIA","+33 4 95 47 61 17",20218,"Route de la Gare Ponte-Leccia 20218 MOROSAGLIA",9.251918,42.44593,"Gendarmerie",,,
"Brigade territoriale autonome de Calacuccia","CALACUCCIA","+33 4 95 48 00 17",20224,"Route de Bonamacce 20224 CALACUCCIA",9.015777,42.338702,"Gendarmerie",,,
"Brigade territoriale autonome de Borgo","BORGO","+33 4 95 36 02 17",20290,"Route de la Gare 20290 BORGO",9.454618,42.564857,"Gendarmerie",,,
"Brigade territoriale autonome de Propriano","PROPRIANO","+33 4 95 76 00 17",20110,"17 Rue Charles Tomasini 20110 PROPRIANO",8.909764,41.674962,"Gendarmerie",,,
"Brigade territoriale autonome de SartÃ¨ne","SARTENE","+33 4 95 77 01 17",20100,"Quartier Archinard 20100 SARTENE",8.930809,41.57012,"Gendarmerie",,,
"Brigade territoriale autonome de Porto-Vecchio","PORTO VECCHIO","+33 4 95 70 00 17",20137,"Caserne Graziani Rue du Colonel Colona-d'Istria 20137 PORTO VECCHIO",9.260059,41.563856,"Gendarmerie",,,
"Brigade territoriale autonome de Piana","PIANA","+33 4 95 27 80 17",20115,"Rue Danielle Casanova 20115 PIANA",8.635418,42.237187,"Gendarmerie",,,
"Brigade territoriale autonome de Prats-de-Mollo-la-Preste","PRATS DE MOLLO LA PRESTE","+33 4 68 39 70 01",66230,"7 Avenue du Haut-Vallespir 66230 PRATS DE MOLLO LA PRESTE",2.485529,42.403358,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-GÃ©nis-des-Fontaines","ST GENIS DES FONTAINES","+33 4 68 89 70 07",66740,"AllÃ©e des Moines 66740 ST GENIS DES FONTAINES",2.921573,42.544971,"Gendarmerie",,,
"Brigade territoriale autonome d'ArgelÃ¨s-sur-Mer","ARGELES SUR MER","+33 4 68 81 03 96",66700,"92 Avenue de la LibÃ©ration 66700 ARGELES SUR MER",3.028705,42.548007,"Gendarmerie",,,
"Brigade territoriale autonome de Thuir","THUIR","+33 4 68 53 03 22",66300,"1 Rue de La Riberette 66300 THUIR",2.760374,42.631863,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Laurent-de-la-Salanque","ST LAURENT DE LA SALANQUE","+33 4 68 28 30 19",66250,"200 AllÃ©e MÃ©diterranÃ©e 66250 ST LAURENT DE LA SALANQUE",2.997766,42.773174,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Cyprien","ST CYPRIEN","+33 4 68 21 00 19",66750,"Pas de la Prade-Sud 66750 ST CYPRIEN",3.018127,42.625117,"Gendarmerie",,,
"Brigade territoriale autonome de Rivesaltes","RIVESALTES","+33 4 68 64 09 50",66600,"37 Avenue Victor Hugo 66600 RIVESALTES",2.868705,42.769973,"Gendarmerie",,,
"Brigade territoriale autonome de Millas","MILLAS","+33 4 68 57 10 20",66170,"1 Rue Louis NoguÃ¨res 66170 MILLAS",2.686119,42.701367,"Gendarmerie",,,
"Brigade territoriale autonome d'Elne","ELNE","+33 4 68 22 05 46",66200,"31 Rue du Four-Ã -Chaux 66200 ELNE",2.968956,42.602027,"Gendarmerie",,,
"Brigade territoriale autonome de Canet-en-Roussillon","CANET EN ROUSSILLON","+33 4 68 80 21 07",66140,"1 Voie Florence Arthaud 66140 CANET EN ROUSSILLON",3.001999,42.691641,"Gendarmerie",,,
"Brigade territoriale autonome de Perpignan","PERPIGNAN","+33 4 68 66 44 46",66000,"Caserne Munier 25 Avenue Guynemer 66000 PERPIGNAN",2.903883,42.693306,"Gendarmerie",,,
"Brigade territoriale autonome de Villefort","VILLEFORT","+33 4 66 46 80 05",48800,"Lieu-dit Les SÃ©dariÃ¨s 48800 VILLEFORT",3.931933,44.433981,"Gendarmerie",,,
"Brigade territoriale autonome de TrÃ¨ves","TREVES","+33 4 67 82 70 01",30750,"Rue de la Mairie Le Village 30750 TREVES",3.387093,44.073736,"Gendarmerie",,,
"Brigade territoriale autonome de GÃ©nolhac","GENOLHAC","+33 4 66 61 10 63",30450,"Avenue de la LibÃ©ration 30450 GENOLHAC",3.948465,44.34766,"Gendarmerie",,,
"Brigade territoriale autonome de la Grand-Combe","LA GRAND COMBE","+33 4 66 34 06 08",30110,"1110 Quai du 11 Novembre 1918 30110 LA GRAND COMBE",4.023731,44.210533,"Gendarmerie",,,
"Brigade territoriale autonome d'AlÃ¨s","ALES","+33 4 66 86 16 67",30100,"2 Avenue du Commandant Viala 30100 ALES",4.080146,44.127457,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Gilles (30)","ST GILLES","+33 4 66 87 10 00",30800,"19 Rue des Muscats 30800 ST GILLES",4.420517,43.678898,"Gendarmerie",,,
"Brigade territoriale autonome de Marguerittes","MARGUERITTES","+33 4 66 75 39 40",30320,"310 AllÃ©e Jacques Cartier 30320 MARGUERITTES",4.445962,43.869556,"Gendarmerie",,,
"Brigade territoriale autonome de NÃ®mes","NIMES","+33 4 66 38 50 41",30000,"56 Rue Sainte-GeneviÃ¨ve 30000 NIMES",4.363754,43.825999,"Gendarmerie",,,
"Brigade territoriale autonome de Port-la-Nouvelle","PORT LA NOUVELLE","+33 4 68 48 00 11",11210,"417 Chemin des Vignes 11210 PORT LA NOUVELLE",3.039573,43.012451,"Gendarmerie",,,
"Brigade territoriale autonome de Chalabre","CHALABRE","+33 4 68 69 20 17",11230,"35 Route de Limoux 11230 CHALABRE",2.006536,42.985863,"Gendarmerie",,,
"Brigade territoriale autonome de Belcaire","BELCAIRE","+33 4 68 20 31 17",11340,"4 Avenue d'Ax-les-Thermes 11340 BELCAIRE",1.961119,42.81793,"Gendarmerie",,,
"Brigade territoriale autonome de Castelnaudary","CASTELNAUDARY","+33 4 68 23 10 70",11400,"Caserne Gendarme Lebaron 109 Avenue Arnaut Vidal 11400 CASTELNAUDARY",1.948967,43.313763,"Gendarmerie",,,
"Brigade territoriale autonome de Peyriac-Minervois","PEYRIAC MINERVOIS","+33 4 68 78 10 17",11160,"2 Chemin de l'Ancienne Gare 11160 PEYRIAC MINERVOIS",2.571299,43.291223,"Gendarmerie",,,
"Brigade territoriale autonome de Carcassonne","CARCASSONNE","+33 4 68 71 22 22",11000,"2 Rue Paul Lacombe 11000 CARCASSONNE",2.36286,43.213867,"Gendarmerie",,,
"Brigade territoriale autonome de MÃ¨ze","MEZE","+33 4 67 43 80 11",34140,"1 Chemin de Cagueloup 34140 MEZE",3.590072,43.435195,"Gendarmerie",,,
"Brigade territoriale autonome d'Olonzac","OLONZAC","+33 4 68 91 20 17",34210,"Avenue d'Homps 34210 OLONZAC",2.731258,43.282806,"Gendarmerie",,,
"Brigade territoriale autonome de Capestang","CAPESTANG","+33 4 67 93 30 31",34310,"33 bis Avenue de la RÃ©publique 34310 CAPESTANG",3.039173,43.327131,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Mathieu-de-TrÃ©viers","ST MATHIEU DE TREVIERS","+33 4 67 55 20 02",34270,"Avenue de Montpellier 34270 ST MATHIEU DE TREVIERS",3.865108,43.763968,"Gendarmerie",,,
"Brigade territoriale autonome de Mauguio","MAUGUIO","+33 4 67 29 30 04",34130,"Rue Jean-SÃ©bastien Bach 34130 MAUGUIO",4.006112,43.623714,"Gendarmerie",,,
"Brigade territoriale autonome de Lunel","LUNEL","+33 4 67 83 06 23",34400,"Caserne Vauban 171 Avenue du GÃ©nÃ©ral de Gaulle 34400 LUNEL",4.140308,43.67695,"Gendarmerie",,,
"Brigade territoriale autonome de la Grande-Motte","LA GRANDE MOTTE","+33 4 67 56 50 29",34280,"Avenue Melgueil 34280 LA GRANDE MOTTE",4.086193,43.563437,"Gendarmerie",,,
"Brigade territoriale autonome de Castries","CASTRIES","+33 4 67 70 03 31",34160,"18 Avenue du Moulin-Ã -Vent 34160 CASTRIES",3.979546,43.678354,"Gendarmerie",,,
"Brigade territoriale autonome de Castelnau-le-Lez","CASTELNAU LE LEZ","+33 4 99 74 29 50",34170,"635 Avenue de la Monnaie 34170 CASTELNAU LE LEZ",3.914321,43.644493,"Gendarmerie",,,
"Brigade territoriale autonome de Montpellier","MONTPELLIER","+33 4 99 53 59 34",34000,"Caserne Lepic 359 Rue de Font-Couverte 34000 MONTPELLIER",3.855945,43.598834,"Gendarmerie",,,
"Brigade territoriale autonome de ValrÃ©as","VALREAS","+33 4 90 35 00 52",84600,"60 Rue Marie Vierge 84600 VALREAS",4.999324,44.386816,"Gendarmerie",,,
"Brigade territoriale autonome de BollÃ¨ne","BOLLENE","+33 4 90 30 10 28",84500,"164 Avenue AndrÃ© Rombeau 84500 BOLLENE",4.74496,44.277064,"Gendarmerie",,,
"Brigade territoriale autonome de Cadenet","CADENET","+33 4 90 68 00 17",84160,"15 Route de Pertuis 84160 CADENET",5.376854,43.73288,"Gendarmerie",,,
"Brigade territoriale autonome d'Apt","APT","+33 4 90 74 00 17",84400,"226 Avenue EugÃ¨ne Baudouin 84400 APT",5.381552,43.879219,"Gendarmerie",,,
"Brigade territoriale autonome de Sorgues","SORGUES","+33 4 90 39 20 31",84700,"838 Route de l'Oiselay 84700 SORGUES",4.863029,44.014729,"Gendarmerie",,,
"Brigade territoriale autonome du Pontet","LE PONTET","+33 4 90 31 00 17",84130,"187 Route de Carpentras 84130 LE PONTET",4.872289,43.97424,"Gendarmerie",,,
"Brigade territoriale autonome de l'Isle-sur-la-Sorgue","L ISLE SUR LA SORGUE","+33 4 90 38 00 17",84800,"150 Route de Cavaillon 84800 L ISLE SUR LA SORGUE",5.047722,43.914135,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Saturnin-lÃ¨s-Avignon","ST SATURNIN LES AVIGNON","+33 4 90 22 52 66",84450,"90 Avenue du Mistral 84450 ST SATURNIN LES AVIGNON",4.932065,43.960677,"Gendarmerie",,,
"Brigade territoriale autonome d'Avignon","AVIGNON","+33 4 90 80 50 00",84000,"20 Boulevard Raspail 84000 AVIGNON",4.802366,43.944547,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Cyr-sur-Mer","ST CYR SUR MER","+33 4 94 26 26 52",83270,"41 Chemin des Pradeaux 83270 ST CYR SUR MER",5.697445,43.182214,"Gendarmerie",,,
"Brigade territoriale autonome de la Londe-les-Maures","LA LONDE LES MAURES","+33 4 94 66 80 13",83250,"57 Rue Bonaparte 83250 LA LONDE LES MAURES",6.239654,43.162561,"Gendarmerie",,,
"Brigade territoriale autonome d'HyÃ¨res","HYERES","+33 4 94 12 15 70",83400,"120 Route de Toulon 83400 HYERES",6.105746,43.126121,"Gendarmerie",,,
"Brigade territoriale autonome du Beausset","LE BEAUSSET","+33 4 94 98 70 05",83330,"RÃ©sidence Les Goubelets Boulevard du 11 Novembre 1918 83330 LE BEAUSSET",5.801934,43.19585,"Gendarmerie",,,
"Brigade territoriale autonome de Toulon","TOULON","+33 4 94 89 49 52",83000,"3 Rue Vincent AllÃ¨gre 83000 TOULON",5.924275,43.127203,"Gendarmerie",,,
"Brigade territoriale autonome de Saint-Tropez","ST TROPEZ","+33 4 94 97 26 25",83990,"Place de la Garonne 83990 ST TROPEZ",6.639851,43.271118,"Gendarmerie",,,
"Brigade territoriale autonome de Sainte-Maxime","STE MAXIME","+33 4 94 96 00 35",83120,"Caserne Jules Conforti Rue du Gendarme Conforti 83120 STE MAXIME",6.642881,43.321994,"Gendarmerie",,,
"Brigade territoriale autonome de Grimaud","GRIMAUD","+33 4 98 12 68 80",83310,"Chemin de la Boal 83310 GRIMAUD",6.535784,43.270542,"Gendarmerie",,,
"Brigade territoriale autonome de la Croix-Valmer","LA CROIX VALMER","+33 4 98 11 84 50",83420,"Chemin du Brost 83420 LA CROIX VALMER",6.583978,43.213035,"Gendarmerie",,,
"Brigade territoriale autonome de FrÃ©jus","FREJUS","+33 4 94 51 40 54",83600,"HLM Les Sables 215 Rue de Triberg 83600 FREJUS",6.748289,43.427898,"Gendarmerie",,,
"Brigade territoriale autonome de la Roquebrussanne","LA ROQUEBRUSSANNE","+33 4 98 05 22 70",83136,"Route DÃ©partementale 64 Looroun 83136 LA ROQUEBRUSSANNE",5.97853,43.335471,"Gendarmerie",,,
"Brigade territoriale autonome de Rians","RIANS","+33 4 94 80 30 34",83560,"Quartier Les GypiÃ¨res 10 Chemin Saint-Marc 83560 RIANS",5.758464,43.611703,"Gendarmerie",,,
"Brigade territoriale autonome de Brignoles","BRIGNOLES","+33 4 94 69 03 90",83170,"1 Avenue Jean Moulin 83170 BRIGNOLES",6.062446,43.410903,"Gendarmerie",,,
"Brigade territoriale autonome de Lorgues","LORGUES","+33 4 94 73 70 11",83510,"10 Avenue de Toulon 83510 LORGUES",6.356184,43.490828,"Gendarmerie",,,
"Brigade territoriale autonome de Fayence","FAYENCE","+33 4 94 39 16 40",83440,"2971 Route de FrÃ©jus 83440 FAYENCE",6.678712,43.623934,"Gendarmerie",,,
"Brigade territoriale autonome de Draguignan","DRAGUIGNAN","+33 4 98 10 22 30",83300,"Caserne Massabiau 183 Avenue Alphonse Daudet 83300 DRAGUIGNAN",6.454224,43.541701,"Gendarmerie",,,
"Brigade territoriale autonome de Roquesteron","ROQUESTERON","+33 4 93 05 91 43",6910,"2 Chemin des Ecoles 06910 ROQUESTERON",7.005392,43.874417,"Gendarmerie",,,
"Brigade territoriale autonome de Vence","VENCE","+33 4 93 58 03 20",6140,"669 Avenue Emile Hugues 06140 VENCE",7.119147,43.714234,"Gendarmerie",,,
"Brigade territoriale autonome de SÃ©ranon","SERANON","+33 4 93 60 30 01",6750,"Quartier Bastide-de-Broundet 100 Rue de la Gendarmerie 06750 SERANON",6.700489,43.773035,"Gendarmerie",,,
"Brigade territoriale autonome de Grasse","GRASSE","+33 4 93 70 33 33",6130,"Caserne Kellermann 4 Avenue Sidi-Brahim 06130 GRASSE",6.923728,43.651205,"Gendarmerie",,,
"Brigade territoriale autonome de Beaulieu-sur-Mer","BEAULIEU SUR MER","+33 4 93 01 35 40",6310,"3 Rue Marius Maiffret 06310 BEAULIEU SUR MER",7.330647,43.70591,"Gendarmerie",,,
"Brigade territoriale autonome de la TrinitÃ© (06)","LA TRINITE","+33 4 93 54 95 44",6340,"17 Boulevard du GÃ©nÃ©ral de Gaulle 06340 LA TRINITE",7.311306,43.741536,"Gendarmerie",,,
"Brigade territoriale autonome de l'EscarÃ¨ne","L ESCARENE","+33 4 93 79 50 07",6440,"2 Chemin du Castel 06440 L ESCARENE",7.352882,43.838666,"Gendarmerie",,,
"Brigade territoriale autonome de Contes","CONTES","+33 4 93 79 00 07",6390,"Quartier Le Pilon 9 AllÃ©e des EscaÃ¯ouns 06390 CONTES",7.322786,43.803463,"Gendarmerie",,,
"Brigade territoriale autonome de Nice","NICE","+33 4 97 12 13 22",6000,"Caserne Nau 22 Rue de RoquebilliÃ¨re 06000 NICE",7.251437,43.716028,"Gendarmerie",,,
"Brigade territoriale autonome de Guillestre","GUILLESTRE","+33 4 92 45 00 08",5600,"Rond-point du Queyras 05600 GUILLESTRE",6.697685,44.662411,"Gendarmerie",,,
"Brigade territoriale autonome de ChÃ¢teau-Ville-Vieille","CHATEAU VILLE VIEILLE","+33 4 92 46 70 62",5350,"ChÃ¢teau-Queyras 05350 CHATEAU VILLE VIEILLE",6.810382,44.77008,"Gendarmerie",,,
"Brigade territoriale autonome de la Grave","LA GRAVE","+33 4 76 79 91 02",5320,"Route Nationale 91 05320 LA GRAVE",6.288765,45.054645,"Gendarmerie",,,
"Brigade territoriale autonome de l'ArgentiÃ¨re-la-BessÃ©e","L ARGENTIERE LA BESSEE","+33 4 92 23 10 20",5120,"Place de la Mairie 05120 L ARGENTIERE LA BESSEE",6.471928,44.785665,"Gendarmerie",,,
"Brigade territoriale autonome de DÃ©voluy","ST ETIENNE EN DEVOLUY","+33 4 92 58 82 08",5250,"Route du Pin 05250 ST ETIENNE EN DEVOLUY",5.942562,44.695368,"Gendarmerie",,,
"Brigade territoriale autonome de Laragne-MontÃ©glin","LARAGNE MONTEGLIN","+33 4 92 65 00 15",5300,"Lotissement Les ChÃªnes Avenue de Grenoble 05300 LARAGNE MONTEGLIN",5.81279,44.317791,"Gendarmerie",,,
"Brigade territoriale autonome de Manosque","MANOSQUE","+33 4 92 72 00 48",4100,"594 Avenue FrÃ©dÃ©ric Mistral 04100 MANOSQUE",5.785993,43.818226,"Gendarmerie",,,
"Brigade territoriale autonome de Castellane","CASTELLANE","+33 4 92 83 60 08",4120,"Route DÃ©partementale 955 La CÃ©biÃ¨re 04120 CASTELLANE",6.489125,43.84993,"Gendarmerie",,,
"Brigade territoriale autonome de la Roque-d'AnthÃ©ron","LA ROQUE D ANTHERON","+33 4 42 50 47 17",13640,"18 Avenue des Alpilles 13640 LA ROQUE D ANTHERON",5.305074,43.719426,"Gendarmerie",,,
"Brigade territoriale autonome de Rognac","ROGNAC","+33 4 42 87 00 10",13340,"52 Boulevard Jean JaurÃ¨s 13340 ROGNAC",5.227105,43.487854,"Gendarmerie",,,
"Brigade territoriale autonome d'Orgon","ORGON","+33 4 90 73 00 06",13660,"6 Chemin du Stade 13660 ORGON",5.031344,43.791283,"Gendarmerie",,,
"Brigade territoriale autonome de Mallemort","MALLEMORT","+33 4 90 57 40 14",13370,"Avenue Charles de Gaulle 13370 MALLEMORT",5.181784,43.722264,"Gendarmerie",,,
"Brigade territoriale autonome d'EyguiÃ¨res","EYGUIERES","+33 4 90 57 90 01",13430,"Avenue RenÃ© Cassin 13430 EYGUIERES",5.033358,43.68889,"Gendarmerie",,,
"Brigade territoriale autonome de Berre-l'Ãtang","BERRE L ETANG","+33 4 42 85 40 13",13130,"Rue de la RÃ©publique 13130 BERRE L ETANG",5.167822,43.475798,"Gendarmerie",,,
"Brigade territoriale autonome de Roquevaire","ROQUEVAIRE","+33 4 42 04 20 20",13360,"22 Quartier Le Clauvier 13360 ROQUEVAIRE",5.599916,43.341726,"Gendarmerie",,,
"Brigade territoriale autonome de GrÃ©asque","GREASQUE","+33 4 42 58 80 02",13850,"2 MontÃ©e des Brigoulets 13850 GREASQUE",5.541983,43.430115,"Gendarmerie",,,
"Brigade territoriale autonome de Carnoux-en-Provence","CARNOUX EN PROVENCE","+33 4 42 73 73 92",13470,"1 Avenue de Lattre de Tassigny 13470 CARNOUX EN PROVENCE",5.551344,43.252448,"Gendarmerie",,,
"Brigade territoriale autonome de Cassis","CASSIS","+33 4 42 01 90 22",13260,"29 Rue de la Ciotat 13260 CASSIS",5.542952,43.215125,"Gendarmerie",,,
"Brigade territoriale autonome d'Aubagne","AUBAGNE","+33 4 42 82 90 17",13400,"Caserne Gendarme Alexandre 71 Avenue du 19 Mars 1962 13400 AUBAGNE",5.572279,43.287853,"Gendarmerie",,,
"Brigade territoriale autonome d'Arles-Salin-de-Girau","ARLES","+33 4 42 86 82 11",13200,"28 Rue Fernand BenoÃ®t 13200 ARLES",4.729424,43.41139,"Gendarmerie",,,
