nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade territoriale autonome de Salazie|SALAZIE|+33 2 62 47 80 03|+33 2 62 47 68 46|97433|74 Rue du Général de Gaulle Hell Bourg 97433 SALAZIE|345646|7671652
Brigade territoriale autonome de Sainte-Rose (974)|STE ROSE|+33 2 62 47 20 20||97439|Route Nationale 2 97439 STE ROSE|377347|7661038
Brigade territoriale autonome de Bras-Panon|BRAS PANON|+33 2 62 51 63 64|+33 2 62 51 23 11|97412|Route Nationale 2 97412 BRAS PANON|360219|7678747
Brigade territoriale autonome de la Possession|LA POSSESSION|+33 2 62 42 00 47|+33 2 62 42 48 41|97419|41 Rue Pablo Neruda 97419 LA POSSESSION|326635|7682690
Brigade territoriale autonome de Saint-Denis|ST DENIS|+33 2 62 93 76 41||97400|Caserne Vérines 61 Rue Victor Mac-Auliffe 97400 ST DENIS|339207|7690695
Brigade territoriale autonome de Maripasoula|MARIPASOULA|+33 5 94 37 22 83||97370|Rue Maurice Gougis 97370 MARIPASOULA|163506|402850
Brigade territoriale autonome de Grand-Santi|GRAND SANTI|+33 5 94 37 42 02||97340|Le bourg 97340 GRAND SANTI|615601|6488367
Brigade territoriale autonome de Mana|MANA|+33 5 94 34 82 42|+33 5 94 34 84 42|97360|2 Rue des Frères 97360 MANA|202922|552206
Brigade territoriale autonome de Saint-Laurent-du-Maroni|ST LAURENT DU MARONI|+33 5 94 34 10 54||97320|Caserne Joffre 14 Avenue du Général de Gaulle 97320 ST LAURENT DU MARONI|164071|608893
Brigade territoriale autonome de Cacao|ROURA|+33 5 94 27 08 90||97352|Le bourg de Cacao 97352 ROURA|332520|492362
Brigade territoriale autonome de Camopi|CAMOPI|+33 5 94 37 44 01||97330|Le bourg 97330 CAMOPI|312054|306988
Brigade territoriale autonome de Saint-Georges|ST GEORGES|+33 5 94 37 00 87||97313|12 Rue Laurence Onozo 97313 ST GEORGES|380714|416090
Brigade territoriale autonome de Régina|REGINA|+33 5 94 28 09 07|+33 5 94 27 07 22|97390|Le bourg 97390 REGINA|335695|436682
Brigade territoriale autonome d'Iracoubo|IRACOUBO|+33 5 94 34 61 07|+33 5 94 34 50 47|97350|1 Rue du Stade 97350 IRACOUBO|245303|581490
Brigade territoriale autonome de Sinnamary|SINNAMARY|+33 5 94 34 50 17||97315|29 Rue Constantin Verdérosa 97315 SINNAMARY|282946|594692
Brigade territoriale autonome de Kourou|KOUROU|+33 5 94 32 00 03||97310|11 Avenue de France 97310 KOUROU|317477|571617
Brigade territoriale autonome de Macouria|MACOURIA|+33 5 94 38 88 68|+33 5 94 38 70 01|97355|Rue Georges Guéril 97355 MACOURIA|336773|554150
Brigade territoriale autonome de Morne-à-l'Eau|MORNE A L EAU|+33 5 90 85 37 80|+33 5 90 85 37 90|97111|Boulevard Nelson Mandela 97111 MORNE A L EAU|664421|1806179
Brigade territoriale autonome de Sainte-Anne|STE ANNE|+33 5 90 85 19 50|+33 5 90 85 19 60|97180|1 Impasse Joas Section Castaing 97180 STE ANNE|672114|1798092
Brigade territoriale autonome de Saint-François|ST FRANCOIS|+33 5 90 85 18 00|+33 5 90 85 18 18|97118|Morne-à-Caye 97118 ST FRANCOIS|686592|1800104
Brigade territoriale autonome de Port-Louis|PORT LOUIS|+33 5 90 22 44 80||97117|Quartier Rodrigue 97117 PORT LOUIS|657453|1816215
Brigade territoriale autonome du Moule|LE MOULE|+33 5 90 22 40 95|+33 5 90 22 72 22|97160|Résidence Caraibe Route de Damencourt 97160 LE MOULE|675268|1806611
Brigade territoriale autonome de la Désirade|LA DESIRADE|+33 5 90 22 47 60|+33 5 90 22 47 65|97127|Île de La Désirade 9 Rue Philippe Pain 97127 LA DESIRADE|706057|1803484
Brigade territoriale autonome de Grand-Bourg|GRAND BOURG|+33 5 90 97 68 68|+33 5 90 97 68 75|97112|Île de Marie-Galante Rue du Docteur Félix Selbonne 97112 GRAND BOURG|680003|1761479
Brigade territoriale autonome de Sainte-Rose|STE ROSE|+33 5 90 68 67 00|+33 5 90 68 67 07|97115|Rue Grignan 97115 STE ROSE|638954|1806004
Brigade territoriale autonome de Petit-Bourg|PETIT BOURG|+33 5 90 94 45 60|+33 5 90 94 45 66|97170|Route de Blonde 97170 PETIT BOURG|649353|1791102
Brigade territoriale autonome de Lamentin|LAMENTIN|+33 5 90 41 13 78|+33 5 90 41 13 75|97129|Section-Bréfort 97129 LAMENTIN|642182|1795678
Brigade territoriale autonome de Saint-Barthélémy|ST BARTHELEMY|+33 5 90 27 11 70|+33 5 90 27 11 75|97133|Fort Oscar - Gustavia 97133 ST BARTHELEMY|517831|1978706
Brigade territoriale autonome de Terre-de-Haut|TERRE DE HAUT|+33 5 90 99 64 00|+33 5 90 99 64 03|97137|Île des Saintes Section Marigot 97137 TERRE DE HAUT|651364|1754013
Brigade territoriale autonome de Capesterre-Belle-Eau|CAPESTERRE BELLE EAU|+33 5 90 86 58 70|+33 5 90 86 58 80|97130|Quartier Cayenne 97130 CAPESTERRE BELLE EAU|653447|1773378
Brigade territoriale autonome de Deshaies|DESHAIES|+33 5 90 85 38 20|+33 5 90 85 38 25|97126|Chemin de Matouba 97126 DESHAIES|629301|1803415
Brigade territoriale autonome de Pointe-Noire|POINTE NOIRE|+33 5 90 41 91 80|+33 5 90 41 91 75|97116|Rue Raie-d'Eau 97116 POINTE NOIRE|629238|1795370
Brigade territoriale autonome de Bouillante|BOUILLANTE|+33 5 90 99 63 80|+33 5 90 99 63 88|97125|Rue Félicité Léandre Section-Pigeon 97125 BOUILLANTE|633230|1785149
Brigade territoriale autonome de Vieux-Habitants|VIEUX HABITANTS|+33 5 90 99 63 60|+33 5 90 99 66 75|97119|Section-Beausoleil 97119 VIEUX HABITANTS|637230|1780595
Brigade territoriale autonome de Saint-Claude|ST CLAUDE|+33 5 90 92 37 20|+33 5 90 92 37 23|97120|Caserne Bonne-Terre 97120 ST CLAUDE|639590|1772955
Brigade territoriale autonome de Sainte-Marie|STE MARIE|+33 5 96 69 54 20|+33 5 96 69 56 88|97230|ZAC Belle-Etoile 97230 STE MARIE|713833|1630067
Brigade territoriale autonome de la Trinité|LA TRINITE|+33 5 96 58 17 28|+33 5 96 58 17 30|97220|Caserne La Crique 131 Rue Joseph Lagrosillière 97220 LA TRINITE|719227|1630960
Brigade territoriale autonome de Saint-Joseph|ST JOSEPH|+33 5 96 57 33 37|+33 5 96 57 41 86|97212|Belle Etoile 97212 ST JOSEPH|711762|1623252
Brigade territoriale autonome de Rousset|ROUSSET|+33 4 42 29 00 03|+33 4 42 29 83 74|13790|700 Quartier le Jas 13790 ROUSSET|912608|6270135
Brigade territoriale autonome de Quetigny|QUETIGNY|+33 3 80 46 33 36|+33 3 80 46 81 46|21800|1 Allée des Jardins 21800 QUETIGNY|860226|6692913
Brigade territoriale autonome de Latresne|LATRESNE|+33 5 57 97 16 60|+33 5 57 97 16 68|33360|9 Chemin du Stade 33360 LATRESNE|423910|6415936
Brigade territoriale autonome de Gujan-Mestras|GUJAN MESTRAS|+33 5 57 52 74 30|+33 5 57 52 74 35|33470|87 Avenue de Césarée 33470 GUJAN MESTRAS|377061|6400017
Brigade territoriale autonome de Bouguenais|BOUGUENAIS|+33 2 40 65 16 79|+33 2 40 65 32 76|44340|23 Rue Gutemberg 44340 BOUGUENAIS|350478|6684915
Brigade territoriale autonome de Carry-le-Rouet|CARRY LE ROUET|+33 4 42 45 00 04|+33 4 42 45 50 89|13620|Quartier des Loges Avenue Pierre Sémard 13620 CARRY LE ROUET|874807|6251001
Brigade territoriale autonome de Mer|MER|+33 2 54 81 41 20||41500|1 Avenue du Général de Gaulle 41500 MER|587904|6735382
Brigade territoriale autonome d'Amboise|AMBOISE|+33 2 47 30 63 70|+33 2 47 30 63 74|37400|1 Boulevard Anatole France 37400 AMBOISE|547913|6703978
Brigade territoriale autonome de Nogent-le-Roi|NOGENT LE ROI|+33 2 37 38 05 20|+33 2 37 38 05 29|28210|9 Route de Dreux 28210 NOGENT LE ROI|590960|6840157
Brigade territoriale autonome d'Anet|ANET|+33 2 37 62 59 90|+33 2 37 62 59 99|28260|Rue Hubert Baraine 28260 ANET|585189|6862589
Brigade territoriale autonome de Saint-Florent-sur-Cher|ST FLORENT SUR CHER|+33 2 48 55 87 00|+33 2 48 55 86 93|18400|6 Rue Jean Moulin 18400 ST FLORENT SUR CHER|643069|6655346
Brigade territoriale autonome de Malesherbes|MALESHERBES|+33 2 38 34 45 90|+33 2 38 34 45 94|45330|22 Rue de Boigneville 45330 MALESHERBES|656108|6799766
Brigade territoriale autonome de Pithiviers|PITHIVIERS|+33 2 38 06 12 20|+33 2 38 06 12 34|45300|Caserne La Haye 62 Faubourg d'Orléans 45300 PITHIVIERS|644198|6785551
Brigade territoriale autonome de Châtillon-Coligny|CHATILLON COLIGNY|+33 2 38 96 88 45|+33 2 38 96 88 49|45230|1 Rue de l'Avenir - Sainte-Geneviève 45230 CHATILLON COLIGNY|690633|6747220
Brigade territoriale autonome de Sully-sur-Loire|SULLY SUR LOIRE|+33 2 38 36 86 10|+33 2 38 36 86 16|45600|1 Rue Boucicaut 45600 SULLY SUR LOIRE|652779|6740009
Brigade territoriale autonome de Gien|GIEN|+33 2 38 05 11 30||45500|3 Avenue Jean Villejean 45500 GIEN|672615|6732424
Brigade territoriale autonome de Chécy|CHECY|+33 2 38 46 83 60|+33 2 38 46 83 64|45430|128 Rue de la Herpinière 45430 CHECY|628289|6755247
Brigade territoriale autonome de Châteauneuf-sur-Loire|CHATEAUNEUF SUR LOIRE|+33 2 38 46 86 70|+33 2 38 46 86 74|45110|91 Boulevard de Verdun 45110 CHATEAUNEUF SUR LOIRE|643211|6751448
Brigade territoriale autonome de Nangis|NANGIS|+33 1 64 08 00 33|+33 1 64 08 77 84|77370|1 Rue Marcel Paul 77370 NANGIS|700545|6828125
Brigade territoriale autonome de Saint-Soupplets|ST SOUPPLETS|+33 1 60 01 50 07||77165|14 Rue du Point-du-Jour 77165 ST SOUPPLETS|686073|6882529
Brigade territoriale autonome de Lizy-sur-Ourcq|LIZY SUR OURCQ|+33 1 60 01 70 10|+33 1 60 01 19 15|77440|Avenue du Général de Gaulle 77440 LIZY SUR OURCQ|701307|6881118
Brigade territoriale autonome d'Esbly|ESBLY|+33 1 60 04 20 43|+33 1 60 04 62 70|77450|1 Rue Jean Le Beau 77450 ESBLY|686056|6866460
Brigade territoriale autonome de Dammartin-en-Goële|DAMMARTIN EN GOELE|+33 1 60 03 00 19||77230|64 Avenue de l'Europe 77230 DAMMARTIN EN GOELE|676711|6884732
Brigade territoriale autonome de Chelles|CHELLES|+33 1 60 20 73 15|+33 1 60 20 89 33|77500|17 Avenue du gendarme Castermant 77500 CHELLES|671355|6864333
Brigade territoriale autonome de Meaux|MEAUX|+33 1 64 34 08 90||77100|3 Rue de Noëfort 77100 MEAUX|692108|6873085
Brigade territoriale autonome de Lorrez-le-Bocage-Préaux|LORREZ LE BOCAGE PREAUX|+33 1 64 31 63 80||77710|1 Avenue du Bocage 77710 LORREZ LE BOCAGE PREAUX|692058|6793254
Brigade territoriale autonome de la Chapelle-la-Reine|LA CHAPELLE LA REINE|+33 1 64 24 30 47|+33 1 64 24 39 82|77760|3 Rue Blanche de Castille 77760 LA CHAPELLE LA REINE|668060|6802222
Brigade territoriale autonome de Fontainebleau|FONTAINEBLEAU|+33 1 64 22 24 88|+33 1 64 22 75 27|77300|27 Rue des Bois 77300 FONTAINEBLEAU|677838|6812185
Brigade territoriale autonome de Rozay-en-Brie|ROZAY EN BRIE|+33 1 64 25 60 28||77540|Rue des Etangs 77540 ROZAY EN BRIE|696810|6842913
Brigade territoriale autonome de Mortcerf|MORTCERF|+33 1 64 04 30 24||77163|133 Rue du 27 Août 1944 77163 MORTCERF|693903|6854127
Brigade territoriale autonome de la Ferté-sous-Jouarre|LA FERTE SOUS JOUARRE|+33 1 60 22 01 19||77260|6 Avenue de Montmirail 77260 LA FERTE SOUS JOUARRE|709429|6871380
Brigade territoriale autonome de Crécy-la-Chapelle|CRECY LA CHAPELLE|+33 1 64 63 80 42|+33 1 64 63 62 99|77580|37 Rue des Bouleurs 77580 CRECY LA CHAPELLE|692978|6862546
Brigade territoriale autonome de Coulommiers|COULOMMIERS|+33 1 64 03 00 20|+33 1 64 03 71 10|77120|27 Avenue de la République 77120 COULOMMIERS|706494|6857287
Brigade territoriale autonome de Tournan-en-Brie|TOURNAN EN BRIE|+33 1 64 25 42 11|+33 1 64 25 49 33|77220|10 Rue des Frères Vinot 77220 TOURNAN EN BRIE|682395|6849069
Brigade territoriale autonome de Mormant|MORMANT|+33 1 64 06 90 16|+33 1 64 06 82 81|77720|133 Rue Charles de Gaulle 77720 MORMANT|691663|6834601
Brigade territoriale autonome de Chaumes-en-Brie|CHAUMES EN BRIE|+33 1 64 06 03 16|+33 1 64 06 39 15|77390|1 Rue de Foix 77390 CHAUMES EN BRIE|688428|6840405
Brigade territoriale autonome du Châtelet-en-Brie|LE CHATELET EN BRIE|+33 1 60 69 40 16||77820|1 Rue du 26 Août 1944 77820 LE CHATELET EN BRIE|684483|6822949
Brigade territoriale autonome de Coubert|COUBERT|+33 1 64 06 66 78|+33 1 64 06 79 99|77170|1 ter Rue Etienne Tétrot 77170 COUBERT|677385|6841495
Brigade territoriale autonome de Melun|MELUN|+33 1 64 71 71 63|+33 1 64 71 71 66|77000|3 Rue André Malraux 77000 MELUN|675379|6827905
Brigade territoriale autonome de Louvres|LOUVRES|+33 1 30 29 39 70|+33 1 30 29 39 74|95380|2 Route de la Grange aux Dîmes 95380 LOUVRES|664359|6883037
Brigade territoriale autonome d'Écouen|ECOUEN|+33 1 34 29 47 80|+33 1 34 29 47 85|95440|79 Rue du Maréchal Leclerc 95440 ECOUEN|655021|6880486
Brigade territoriale autonome de Domont|DOMONT|+33 1 39 35 58 50|+33 1 39 35 58 55|95330|191 Avenue Jean Rostand 95330 DOMONT|651826|6882002
Brigade territoriale autonome de Montmorency|MONTMORENCY|+33 1 39 64 14 32|+33 1 39 64 88 82|95160|2 Rue des Gallerands 95160 MONTMORENCY|650756|6876941
Brigade territoriale autonome de Vigny|VIGNY|+33 1 34 67 89 89|+33 1 34 67 89 85|95450|50 Rue Baudouin 95450 VIGNY|621230|6887067
Brigade territoriale autonome d'Auvers-sur-Oise|AUVERS SUR OISE|+33 1 30 36 70 17||95430|31 Rue François Mitterrand 95430 AUVERS SUR OISE|638798|6886482
Brigade territoriale autonome de Marines|MARINES|+33 1 30 39 70 27||95640|4 Place du Docteur Cesbron 95640 MARINES|625393|6894481
Brigade territoriale autonome de Magny-en-Vexin|MAGNY EN VEXIN|+33 1 34 46 88 88|+33 1 34 46 88 75|95420|26 Rue de Crosne 95420 MAGNY EN VEXIN|611565|6895211
Brigade territoriale autonome de Pontoise|PONTOISE|+33 1 30 75 56 02|+33 1 30 75 56 03|95000|Caserne Lange 5 Boulevard de l'Hautil 95000 PONTOISE|633230|6882394
Brigade territoriale autonome d'Orsay|ORSAY|+33 1 60 19 32 32|+33 1 60 19 74 99|91400|Rue Nicolas Appert 91400 ORSAY|639222|6846304
Brigade territoriale autonome de Longjumeau|LONGJUMEAU|+33 1 69 79 50 50||91160|13 Avenue du Maréchal Leclerc 91160 LONGJUMEAU|647917|6844484
Brigade territoriale autonome de Limours|LIMOURS|+33 1 64 91 00 30|+33 1 64 91 77 25|91470|52 Rue de Marcoussis 91470 LIMOURS|633059|6838650
Brigade territoriale autonome de Marolles-en-Hurepoix|MAROLLES EN HUREPOIX|+33 1 64 56 18 03||91630|Rue du Potager 91630 MAROLLES EN HUREPOIX|649118|6829462
Brigade territoriale autonome d'Égly|EGLY|+33 1 64 90 00 64||91520|9 Allée des Joncs 91520 EGLY|642735|6831693
Brigade territoriale autonome de Palaiseau|PALAISEAU|+33 1 60 14 00 34||91120|2 Rue Gutenberg 91120 PALAISEAU|644573|6845915
Brigade territoriale autonome de Saint-Chéron|ST CHERON|+33 1 64 56 60 34|+33 1 64 56 71 10|91530|6 Impasse Vauvilliers 91530 ST CHERON|635300|6828277
Brigade territoriale autonome de Guigneville-sur-Essonne|GUIGNEVILLE SUR ESSONNE|+33 1 64 57 68 25|+33 1 64 57 68 70|91590|Route de Milly-la-Forêt 91590 GUIGNEVILLE SUR ESSONNE|653838|6818238
Brigade territoriale autonome de Lardy|LARDY|+33 1 60 82 60 03|+33 1 60 82 86 60|91510|36 Rue de la Roche-qui-Tourne 91510 LARDY|644791|6824595
Brigade territoriale autonome de Dourdan|DOURDAN|+33 1 64 59 70 73|+33 1 64 59 27 45|91410|1 Rue de la Gironde 91410 DOURDAN|626273|6825944
Brigade territoriale autonome d'Étampes|ETAMPES|+33 1 64 94 69 45|+33 1 64 94 83 15|91150|76 Avenue du 8 Mai 1945 91150 ETAMPES|637638|6815848
Brigade territoriale autonome de Milly-la-Forêt|MILLY LA FORET|+33 1 64 98 80 27|+33 1 64 98 26 85|91490|30 Avenue du Général Leclerc 91490 MILLY LA FORET|661318|6811468
Brigade territoriale autonome de Mennecy|MENNECY|+33 1 64 57 22 22|+33 1 64 57 37 97|91540|Avenue de Villeroy 91540 MENNECY|657671|6829781
Brigade territoriale autonome de Fleury-Mérogis|FLEURY MEROGIS|+33 1 60 15 72 05|+33 1 60 15 51 45|91700|1 Avenue des Peupliers 91700 FLEURY MEROGIS|653904|6837963
Brigade territoriale autonome d'Évry|EVRY|+33 1 60 79 65 66|+33 1 60 79 65 74|91000|11 Rue Jean Malézieux 91000 EVRY|658994|6835436
Brigade territoriale autonome de Brunoy|BRUNOY|+33 1 60 46 00 77|+33 1 60 46 46 89|91800|5 Avenue Pierre Prost 91800 BRUNOY|662980|6844248
Brigade territoriale autonome de Triel-sur-Seine|TRIEL SUR SEINE|+33 1 39 74 52 12|+33 1 39 74 51 01|78510|33 Rue Paul Doumer 78510 TRIEL SUR SEINE|627296|6875356
Brigade territoriale autonome de Saint-Germain-en-Laye|ST GERMAIN EN LAYE|+33 1 39 04 04 00||78100|3 Rue du Panorama 78100 ST GERMAIN EN LAYE|632519|6866290
Brigade territoriale autonome de Saint-Arnoult-en-Yvelines|ST ARNOULT EN YVELINES|+33 1 61 08 32 30|+33 1 61 08 32 31|78730|20 Rue Jean Moulin 78730 ST ARNOULT EN YVELINES|621406|6830697
Brigade territoriale autonome de la Queue-les-Yvelines|LA QUEUE LES YVELINES|+33 1 34 86 40 01||78940|88 Rue Nationale 78940 LA QUEUE LES YVELINES|608736|6856627
Brigade territoriale autonome de Jouars-Pontchartrain|JOUARS PONTCHARTRAIN|+33 1 34 91 76 80||78760|37 Route du Pontel 78760 JOUARS PONTCHARTRAIN|618789|6856667
Brigade territoriale autonome de Montfort-l'Amaury|MONTFORT L AMAURY|+33 1 34 57 04 80|+33 1 34 57 04 81|78490|70 Rue de Paris 78490 MONTFORT L AMAURY|612609|6853972
Brigade territoriale autonome de Chevreuse|CHEVREUSE|+33 1 30 52 15 48|+33 1 30 52 80 50|78460|71 Route de Rambouillet 78460 CHEVREUSE|628925|6845170
Brigade territoriale autonome d'Ablis|ABLIS|+33 1 30 59 10 19|+33 1 30 59 11 03|78660|22 Rue de la Mairie 78660 ABLIS|613788|6824920
Brigade territoriale autonome de Rambouillet|RAMBOUILLET|+33 1 61 08 61 50|+33 1 61 08 61 67|78120|1 Rue Louis Pasteur 78120 RAMBOUILLET|613325|6839320
Brigade territoriale autonome de Maule|MAULE|+33 1 30 90 80 28|+33 1 30 90 48 06|78580|35 Boulevard Paul Barré 78580 MAULE|616143|6868311
Brigade territoriale autonome de Houdan-Maulette|MAULETTE|+33 1 30 46 93 20|+33 1 30 46 93 21|78550|41 Avenue Gérard Annel 78550 MAULETTE|598626|6855629
Brigade territoriale autonome d'Ecquevilly|ECQUEVILLY|+33 1 34 75 50 04|+33 1 34 75 03 50|78920|21 Rue du Bel-Air 78920 ECQUEVILLY|620775|6873035
Brigade territoriale autonome de Limay|LIMAY|+33 1 30 92 41 55||78520|14 Avenue de la Paix 78520 LIMAY|607544|6878012
Brigade territoriale autonome de Bréval|BREVAL|+33 1 34 78 31 06|+33 1 34 78 28 42|78980|29 Rue René Dhal 78980 BREVAL|592024|6872725
Brigade territoriale autonome de Bonnières-sur-Seine|BONNIERES SUR SEINE|+33 1 30 98 58 60|+33 1 30 98 58 61|78270|1 Rue du Val-Guyon 78270 BONNIERES SUR SEINE|596723|6882910
Brigade territoriale autonome de Versailles|VERSAILLES|+33 1 39 67 50 00||78000|12 Rue Benjamin Franklin 78000 VERSAILLES|636559|6855693
Brigade territoriale autonome de Créteil|CRETEIL|+33 1 49 80 27 00|+33 1 49 80 27 18|94000|16 Avenue du Chemin-de-Mesly 94000 CRETEIL|660417|6854261
Brigade territoriale autonome de Bobigny|BOBIGNY|+33 1 48 96 30 30|+33 1 48 96 30 50|93000|118 Rue de la Folie 93000 BOBIGNY|659141|6866832
Brigade territoriale autonome de Montriond|MONTRIOND|+33 4 50 79 13 12|+33 4 50 79 97 96|74110|70 Route du Pré 74110 MONTRIOND|988695|6575328
Brigade territoriale autonome de Nanterre|NANTERRE|+33 1 40 97 44 44||92000|18 Boulevard Jules Hardouin-Mansart 92000 NANTERRE|642118|6866834
Brigade territoriale autonome de Paris-Exelmans|PARIS 16|+33 1 58 80 34 99|+33 1 58 80 33 98|75016|51 Boulevard Exelmans 75016 PARIS 16|645834|6860484
Brigade territoriale autonome de Cervione|CERVIONE|+33 4 95 38 13 93|+33 4 95 38 95 19|20221|Lieu-dit Alzetu 20221 CERVIONE|1237092|6158247
Brigade territoriale autonome de Morosaglia-Ponté-Leccia|MOROSAGLIA|+33 4 95 47 61 17||20218|Route de la Gare Ponte-Leccia 20218 MOROSAGLIA|1214584|6169942
Brigade territoriale autonome de Calacuccia|CALACUCCIA|+33 4 95 48 00 17|+33 4 95 48 45 04|20224|Route de Bonamacce 20224 CALACUCCIA|1196094|6156537
Brigade territoriale autonome de Borgo|BORGO|+33 4 95 36 02 17|+33 4 95 36 91 56|20290|Route de la Gare 20290 BORGO|1230151|6184470
Brigade territoriale autonome de Propriano|PROPRIANO|+33 4 95 76 00 17|+33 4 95 76 70 59|20110|17 Rue Charles Tomasini 20110 PROPRIANO|1192892|6082207
Brigade territoriale autonome de Sartène|SARTENE|+33 4 95 77 01 17||20100|Quartier Archinard 20100 SARTENE|1195520|6070697
Brigade territoriale autonome de Porto-Vecchio|PORTO VECCHIO|+33 4 95 70 00 17||20137|Caserne Graziani Rue du Colonel Colona-d'Istria 20137 PORTO VECCHIO|1223028|6072125
Brigade territoriale autonome de Piana|PIANA|+33 4 95 27 80 17||20115|Rue Danielle Casanova 20115 PIANA|1165588|6142956
Brigade territoriale autonome de Prats-de-Mollo-la-Preste|PRATS DE MOLLO LA PRESTE|+33 4 68 39 70 01|+33 4 68 39 86 20|66230|7 Avenue du Haut-Vallespir 66230 PRATS DE MOLLO LA PRESTE|657580|6144962
Brigade territoriale autonome de Saint-Génis-des-Fontaines|ST GENIS DES FONTAINES|+33 4 68 89 70 07|+33 4 68 89 52 10|66740|Allée des Moines 66740 ST GENIS DES FONTAINES|693549|6160581
Brigade territoriale autonome d'Argelès-sur-Mer|ARGELES SUR MER|+33 4 68 81 03 96|+33 4 68 81 84 07|66700|92 Avenue de la Libération 66700 ARGELES SUR MER|702361|6160916
Brigade territoriale autonome de Thuir|THUIR|+33 4 68 53 03 22||66300|1 Rue de La Riberette 66300 THUIR|680319|6170273
Brigade territoriale autonome de Saint-Laurent-de-la-Salanque|ST LAURENT DE LA SALANQUE|+33 4 68 28 30 19|+33 4 68 28 75 27|66250|200 Allée Méditerranée 66250 ST LAURENT DE LA SALANQUE|699817|6185960
Brigade territoriale autonome de Saint-Cyprien|ST CYPRIEN|+33 4 68 21 00 19|+33 4 68 37 73 45|66750|Pas de la Prade-Sud 66750 ST CYPRIEN|701489|6169493
Brigade territoriale autonome de Rivesaltes|RIVESALTES|+33 4 68 64 09 50||66600|37 Avenue Victor Hugo 66600 RIVESALTES|689242|6185613
Brigade territoriale autonome de Millas|MILLAS|+33 4 68 57 10 20|+33 4 68 57 42 10|66170|1 Rue Louis Noguères 66170 MILLAS|674251|6178025
