"commune","type","infraction","code_reg","code_dep","lat","lng","ville_ref"
"Bélarga","P",34.1,91,"34",43.5541458971,3.50006172125,"Lodève"
"Belcaire","P",20.85,91,"11",42.831546255,1.94592570583,"Limoux"
"Bélesta","P",28.31,73,"09",42.8934707761,1.95274389658,"Foix"
"Belfonds","P",18.04,25,"61",48.6109514041,0.107175122984,"Alençon-Argentan"
"Belgentier","P",33.67,93,"83",43.2399564384,5.99665900105,"Hyères"
"Belhade","P",32.63,72,"40",44.3726485881,-0.685242323003,"Parentis-en-Born"
"Bellac","P",16.080000000000002,74,"87",46.1049122554,1.04116467219,"Bellac"
"Belle-et-Houllefort","P",16.82,31,"62",50.7473911914,1.76615616876,"Calais"
"Bellebrune","P",16.82,31,"62",50.7326742454,1.77771584162,"Calais"
"Bellechaume","P",36.32,26,"89",48.053614787,3.58244232303,"Sens"
"Bellefond","P",26.759999999999998,72,"33",44.7676238446,-0.173810088464,"Langon"
"Bussières","P",19.3,83,"63",46.0639164771,2.64739056246,"Riom"
"Bussières-et-Pruns","P",19.3,83,"63",46.0068491978,3.23823283226,"Riom"
"Bussu","P",30.85,22,"80",49.946447754,2.97567757191,"Péronne"
"Bussy-Albieux","P",20.71,82,"42",45.7952908968,4.0351714589,"Montbrison"
"Bussy-lès-Daours","P",22.44,22,"80",49.9124884023,2.41234649505,"Amiens"
"Bust","P",14.68,42,"67",48.8338084584,7.23455655316,"Saverne"
"Bustince-Iriberry","P",7.590000000000001,72,"64",43.1873136505,-1.18469156817,"Mauléon-Licharre"
"Butot","P",15.52,23,"76",49.6132808919,1.0198441688,"Yvetot"
"Buxerolles","P",17.959999999999997,26,"21",47.8077545652,4.95548684515,"Montbard"
"Buxières-d'Aillac","P",15.01,24,"36",46.6387685849,1.75300924427,"Châtre (La)"
"Buxy","P",19.060000000000002,26,"71",46.7130408432,4.71342619185,"Chalon-sur-Saône"
"Buzancy","P",21.57,21,"08",49.418434996,4.97363448798,"Vouziers"
"Buzet-sur-Baïse","P",24.39,72,"47",44.2535434476,0.302105091596,"Nérac"
"Buzy","P",16.16,72,"64",43.1407278397,-0.446234672821,"Oloron-Sainte-Marie"
"Cabanac-Séguenville","P",35.41,73,"31",43.791486988,1.01984051649,"Toulouse Mirail"
"Cabariot","P",31.880000000000003,54,"17",45.9278243256,-0.849803658691,"Rochefort"
"Cabasse","P",39.22,93,"83",43.4270972655,6.23202349485,"Draguignan"
"Cabrerolles","P",34.53,91,"34",43.5347800126,3.12207083233,"Béziers"
"Cabris","P",31.01,93,"06",43.6599560638,6.87825509814,"Grasse"
"Cadarcet","P",23.6,73,"09",43.0136914773,1.50207192139,"Pamiers"
"Cademène","P",25.520000000000003,43,"25",47.095187126,6.02752897644,"Besançon"
"Cadillac-en-Fronsadais","P",30.36,72,"33",44.9623132376,-0.373407122831,"Libourne"
"Cadix","P",13.15,73,"81",43.9764011774,2.4705615004,"Albi"
"Caëstre","P",17.63,31,"59",50.7566001349,2.60456655751,"Hazebrouck"
"Cagny","P",16.68,25,"14",49.154208668,-0.260672944073,"Falaise"
"Cahan","P",15.580000000000002,25,"61",48.8597279145,-0.446109041609,"Domfront"
"Cahon","P",21.8,22,"80",50.1196980622,1.7290169639,"Abbeville"
"Cahuzac","P",22.529999999999998,73,"81",43.4764567582,2.08126437181,"Castres"
"Caillac","P",19.5,73,"46",44.4923815798,1.34696885739,"Cahors"
"Caillouet-Orgeville","P",24.61,23,"27",49.0034124144,1.31639623095,"Evreux"
"Bruniquel","P",24.43,73,"82",44.0521980341,1.66009719751,"Montauban"
"Brusque","P",15.04,73,"12",43.7649625087,2.94838918036,"Millau"
"Brux","P",16.699999999999996,54,"86",46.2504690736,0.191737009106,"Poitiers"
"Bruyères-sur-Oise","P",48.949999999999996,11,"95",49.1610125293,2.32878300621,"Argenteuil"
"Bruz","P",31.27,53,"35",48.0261755313,-1.74817480915,"Rennes"
"Buanes","P",18.24,72,"40",43.7151108086,-0.422669583311,"Mont-de-Marsan"
"Bucey-en-Othe","P",31.4,21,"10",48.2547509425,3.86739826398,"Rosières-près-Troyes"
"Buchy","P",25.24,41,"57",48.9799646993,6.28457340946,"Metz"
"Bucy-lès-Pierrepont","P",27.84,22,"02",49.6467998089,3.90358311553,"Laon"
"Budos","P",26.759999999999998,72,"33",44.5346733151,-0.399965558931,"Langon"
"Bueil","P",24.61,23,"27",48.9343375603,1.44434816017,"Evreux"
"Buffières","P",24.58,26,"71",46.4294911714,4.53776264069,"Mâcon"
"Bugnicourt","P",27.53,31,"59",50.2910659273,3.15468753018,"Douai"
"Buhl-Lorraine","P",37.49,41,"57",48.7190027122,7.07430215859,"Sarrebourg"
"Buicourt","P",29.380000000000003,22,"60",49.5341980923,1.81531179837,"Beauvais"
"Buire-au-Bois","P",16.729999999999997,31,"62",50.2633672835,2.15308709023,"Saint-Pol-sur-Ternoise"
"Buissard","P",21.53,93,"05",44.6575269333,6.14755068818,"Gap"
"Bulan","P",20.43,73,"65",43.043232784,0.279721330275,"Bagnères-de-Bigorre"
"Bulle","P",15.9,43,"25",46.9056438268,6.20178714478,"Pontarlier"
"Bullou","P",19.7,24,"28",48.2353082399,1.24636704324,"Châteaudun"
"Bully","P",20.66,23,"76",49.7208864104,1.35895678494,"Neufchâtel-en-Bray"
"Buncey","P",17.959999999999997,26,"21",47.8168675282,4.57713874625,"Montbard"
"Burbure","P",35.760000000000005,31,"62",50.5320822618,2.46231135416,"Auchel"
"Burdignin","P",28.23,82,"74",46.2324473826,6.42604409853,"Thonon-les-Bains"
"Buré","P",22.82,25,"61",48.5057238643,0.404327830049,"Mortagne-au-Perche"
"Bures-en-Bray","P",20.66,23,"76",49.7792273444,1.33526447896,"Neufchâtel-en-Bray"
"Burgalays","P",25.51,73,"31",42.8843664785,0.636511847302,"Saint-Gaudens"
"Burie","P",28.32,54,"17",45.777851301,-0.428355211255,"Saintes"
"Burlats","P",22.529999999999998,73,"81",43.634494226,2.32985791816,"Castres"
"Burnhaupt-le-Haut","P",19.99,42,"68",47.7343429793,7.12813648171,"Thann"
"Bury","P",33.080000000000005,22,"60",49.3128542225,2.35865250561,"Méru"
"Bus-lès-Artois","P",22.44,22,"80",50.1041450008,2.54068551705,"Amiens"
"Canaveilles","P",34.37,91,"66",42.5344206968,2.2238422292,"Prades"
"Canchy","P",21.8,22,"80",50.1871744967,1.87350289906,"Abbeville"
"Candes-Saint-Martin","P",22.73,24,"37",47.2026345011,0.0740845875144,"Chinon"
"Canenx-et-Réaut","P",18.24,72,"40",43.9990336487,-0.464721878442,"Mont-de-Marsan"
"Canettemont","P",16.729999999999997,31,"62",50.2798293137,2.36334823406,"Saint-Pol-sur-Ternoise"
"Caniac-du-Causse","P",18.45,73,"46",44.6300356626,1.65611420144,"Gourdon"
"Canly","P",45.99,22,"60",49.389080292,2.69965926929,"Compiègne"
"Cannet","P",12.51,73,"32",43.6145950269,-0.0561794206259,"Mirande"
"Cantaing-sur-Escaut","P",16.839999999999996,31,"59",50.1451657481,3.15708777258,"Cambrai"
"Canteloup","P",11.070000000000002,25,"50",49.6403205635,-1.35985612981,"Cherbourg-Octeville"
"Cantillac","P",17.25,72,"24",45.4000368216,0.643672265068,"Nontron"
"Cantoin","P",9.94,73,"12",44.8387938503,2.82485729528,"Rodez"
"Caorches-Saint-Nicolas","P",26.09,23,"27",49.0782233141,0.547592654037,"Bernay"
"Capdrot","P",20.48,72,"24",44.6788316075,0.945174141112,"Bergerac"
"Capendu","P",24.24,91,"11",43.1836102247,2.5538350475,"Carcassonne"
"Capestang","P",34.53,91,"34",43.3217608814,3.04813542922,"Béziers"
"Caplong","P",30.36,72,"33",44.7672577691,0.150751886414,"Libourne"
"Captieux","P",26.759999999999998,72,"33",44.2537330711,-0.28409017243,"Langon"
"Carantec","P",19.36,53,"29",48.6553588661,-3.91293697247,"Plourin-lès-Morlaix"
"Carbonne","P",44.88,73,"31",43.3014494679,1.21849966052,"Muret"
"Carcarès-Sainte-Croix","P",34.44,72,"40",43.8551538602,-0.755745605984,"Dax"
"Carcès","P",36.36,93,"83",43.4690059217,6.17637273437,"Brignoles"
"Cardesse","P",16.16,72,"64",43.2634335383,-0.592748076501,"Oloron-Sainte-Marie"
"Carency","P",18.33,31,"62",50.3786422794,2.7000271609,"Arras"
"Cargiaca","P",21.74,94,"2A",41.7315838648,9.04097819601,"Sartène"
"Carignan","P",20.320000000000004,21,"08",49.6387329311,5.1718269254,"Sedan"
"Carlat","P",9.879999999999999,83,"15",44.8833132335,2.57177332561,"Aurillac"
"Carlux","P",17.16,72,"24",44.8869300675,1.35986365521,"Sarlat-la-Canéda"
"Carnas","P",30.400000000000002,91,"30",43.8280194179,3.99134225562,"Vigan (Le)"
"Carnetin","P",51.540000000000006,11,"77",48.9042186439,2.69939855845,"Lagny-sur-Marne"
"Carnoules","P",33.67,93,"83",43.2945985061,6.19667974945,"Hyères"
"Cailly","P",17.899999999999995,23,"76",49.5861650281,1.22979848856,"Rouen"
"Caissargues","P",56.760000000000005,91,"30",43.7920118667,4.39549848347,"Nimes"
"Calamane","P",19.5,73,"46",44.5198122343,1.41032272742,"Cahors"
"Calce","P",50.4,91,"66",42.7479343111,2.75646495256,"Rivesaltes"
"Callas","P",39.22,93,"83",43.5655288351,6.57328931995,"Draguignan"
"Callian","P",18.650000000000002,73,"32",43.6320693939,0.264916820315,"Auch"
"Calmeilles","P",43.760000000000005,91,"66",42.5519868705,2.67154077315,"Céret"
"La Chapelle-Heulin","P",35.38,52,"44",47.1722913827,-1.34993806222,"Rezé"
"La Chapelle-Hullin","P",20.939999999999998,52,"49",47.7577299396,-1.06746334675,"Segré"
"La Chapelle-Lasson","P",37.22,21,"51",48.6337338747,3.81745821088,"Epernay"
"La Chapelle-Monthodon","P",32.849999999999994,22,"02",49.0225665961,3.64502589064,"Château-Thierry"
"La Chapelle-Montreuil","P",16.699999999999996,54,"86",46.5222746199,0.135612163982,"Poitiers"
"La Chapelle-Orthemale","P",20.99,24,"36",46.8327873497,1.45197774217,"Blanc (Le)"
"La Chapelle-Rainsouin","P",16.25,52,"53",48.0968923633,-0.527783702085,"Laval"
"La Chapelle-Réanville","P",23.19,23,"27",49.0946165655,1.38085267285,"Louviers"
"La Chapelle-Saint-Étienne","P",23.379999999999995,54,"79",46.6712926373,-0.580412885716,"Parthenay"
"La Chapelle-Saint-Laurian","P",22.15,24,"36",47.0547841685,1.78297349808,"Issoudun"
"La Chapelle-Saint-Maurice","P",30.32,82,"74",45.7714927901,6.15405726067,"Annecy"
"La Chapelle-Saint-Ouen","P",20.66,23,"76",49.521909857,1.42852895013,"Neufchâtel-en-Bray"
"La Chapelle-Saint-Sépulcre","P",35.489999999999995,24,"45",48.0148810621,2.83674164309,"Montargis"
"La Chapelle-sous-Orbais","P",37.22,21,"51",48.9151526355,3.71933082114,"Epernay"
"La Chapelle-sur-Dun","P",16.82,23,"76",49.8577948391,0.845890538309,"Fécamp"
"La Chapelle-Taillefert","P",11.25,74,"23",46.1137729071,1.8336197788,"Guéret"
"La Balme","P",34.489999999999995,82,"73",45.6779560454,5.70516932541,"Chambéry"
"La Barben","P",43.22,93,"13",43.6183855123,5.21385052651,"Salon-de-Provence"
"La Barre-en-Ouche","P",26.09,23,"27",48.9453438049,0.664080962448,"Bernay"
"La Bastide","P",39.22,93,"83",43.7479175346,6.63264027806,"Draguignan"
"La Bastide-d'Engras","P",46.870000000000005,91,"30",44.0933546759,4.47729781673,"Bagnols-sur-Cèze"
"La Bastide-des-Jourdans","P",39.089999999999996,93,"84",43.7945397599,5.64677782095,"Pertuis"
"La Bastidonne","P",39.089999999999996,93,"84",43.6928383261,5.57769351768,"Pertuis"
"La Bâtie-Montgascon","P",27.81,82,"38",45.575480567,5.54140939412,"Tour-du-Pin (La)"
"La Bâtie-Rolland","P",37.660000000000004,82,"26",44.557639861,4.86691277503,"Pierrelatte"
"La Baume-Cornillane","P",47.69,82,"26",44.8296348413,5.04790034542,"Valence"
"La Bazoge","P",21.94,52,"72",48.1027362098,0.14422733228,"Mans (Le)"
"La Bazouge-des-Alleux","P",16.169999999999998,52,"53",48.1864442528,-0.601360078693,"Mayenne"
"La Benâte","P",32.03,54,"17",46.0075834832,-0.557893466691,"Saint-Jean-d'Angély"
"La Berthenoux","P",15.01,24,"36",46.6972820615,2.05729628607,"Châtre (La)"
"La Besseyre-Saint-Mary","P",15.779999999999998,83,"43",44.9713807962,3.41459641129,"Brioude"
"La Bloutière","P",15.36,25,"50",48.8700905322,-1.24787411802,"Avranches"
"La Boissière","P",20.209999999999997,52,"53",47.7725380187,-0.978568477474,"Château-Gontier"
"La Boissière-École","P",33.65,11,"78",48.6898883767,1.66775518226,"Rambouillet"
"La Boissière-sur-Èvre","P",15.66,52,"49",47.3038517903,-1.0888537651,"Cholet"
"La Bosse","P",19.92,52,"72",48.1635194155,0.546593401051,"Mamers"
"La Bourboule","P",17.83,83,"63",45.5796236201,2.7501805247,"Bourboule (La )"
"La Brède","P",32.46,72,"33",44.6801130358,-0.53691849986,"Bordeaux"
"La Bretonnière-la-Claye","P",19.79,52,"85",46.4879459421,-1.26773426545,"Roche-sur-Yon (La)"
"La Brionne","P",11.25,74,"23",46.1643596252,1.78886937699,"Guéret"
"La Brosse-Montceaux","P",37.83,11,"77",48.3389431289,3.02362728915,"Montereau-Fault-Yonne"
"La Brûlatte","P",16.25,52,"53",48.0896249185,-0.973295963828,"Laval"
"La Bussière-sur-Ouche","P",24.460000000000004,26,"21",47.2265782926,4.69946543531,"Beaune"
"La Caillère-Saint-Hilaire","P",21.259999999999998,52,"85",46.6293907412,-0.933153931505,"Fontenay-le-Comte"
"La Calotterie","P",19.16,31,"62",50.4789464513,1.71772196973,"Ecuires"
"La Capelle-Bleys","P",17.400000000000002,73,"12",44.3037455115,2.17927140431,"Villefranche-de-Rouergue"
"La Cauchie","P",18.33,31,"62",50.2049912603,2.58249828284,"Arras"
"Kappelen","P",28.22,42,"68",47.6138112548,7.44104846641,"Mulhouse"
"Kédange-sur-Canner","P",22.09,41,"57",49.3109453426,6.343428905,"Thionville"
"Kembs","P",28.22,42,"68",47.6793674876,7.50063130465,"Mulhouse"
"Kerfourn","P",27.849999999999998,53,"56",48.0434067231,-2.83634810154,"Pontivy"
"Kerlouan","P",15.92,53,"29",48.6474993428,-4.37874276667,"Landerneau"
"Kernouës","P",15.92,53,"29",48.5939427293,-4.34472609199,"Landerneau"
"Kesseldorf","P",10.290000000000001,42,"67",48.8843920264,8.05901750428,"Wissembourg"
"Kilstett","P",20.64,42,"67",48.6835701227,7.84577121429,"Strasbourg"
"Kingersheim","P",19.62,42,"68",47.7889765168,7.32299335222,"Wittenheim"
"Kirrwiller","P",14.68,42,"67",48.8202222605,7.52643377824,"Saverne"
"Knoersheim","P",14.68,42,"67",48.6796467865,7.45825135776,"Saverne"
"Koeur-la-Grande","P",21.080000000000002,41,"55",48.8668514079,5.4686065027,"Commercy"
"Kogenheim","P",20.27,42,"67",48.331885522,7.53140383573,"Sélestat"
"Kriegsheim","P",13.62,42,"67",48.7567867136,7.73549910611,"Haguenau"
"L' Abergement-Clémenciat","P",21.809999999999995,82,"01",46.1534255214,4.92611354223,"Bourg-en-Bresse"
"L' Aigle","P",22.82,25,"61",48.7561549553,0.611126420423,"Mortagne-au-Perche"
"L' Arbresle","P",32.71,82,"69",45.8356663158,4.60937267063,"Arbresle (L')"
"L' Échelle-Saint-Aurin","P",32.160000000000004,22,"80",49.6903778233,2.71710736022,"Montdidier"
"L' Église-aux-Bois","P",13.33,74,"19",45.657582706,1.7964084025,"Ussel"
"L' Épine","P",28.450000000000003,52,"85",46.9843405667,-2.26449527608,"Sables d'Olonne (Les)"
"L' Étang-Vergy","P",24.460000000000004,26,"21",47.1826265714,4.87602500249,"Beaune"
"L' Haÿ-les-Roses","P",60.56,11,"94",48.7763207843,2.33772915609,"L' Haÿ-les-Roses"
"L' Herm","P",23.6,73,"09",42.9730292924,1.67888356727,"Pamiers"
"L' Hôme-Chamondot","P",22.82,25,"61",48.6002616594,0.735701468188,"Mortagne-au-Perche"
"L' Hôpital-Saint-Blaise","P",7.590000000000001,72,"64",43.2555611144,-0.770264601126,"Mauléon-Licharre"
"L' Hospitalet","P",35.86,93,"04",44.1089187611,5.70685925605,"Forcalquier"
"L' Hospitalet-près-l'Andorre","P",28.31,73,"09",42.595464483,1.7777228207,"Foix"
"L' Île-Bouchard","P",22.73,24,"37",47.1228671821,0.423044659345,"Chinon"
"L' Isle-Arné","P",18.650000000000002,73,"32",43.615929649,0.784325448468,"Auch"
"L' Isle-en-Dodon","P",25.51,73,"31",43.3811500613,0.83387534106,"Saint-Gaudens"
"L' Orbrie","P",21.259999999999998,52,"85",46.4997145725,-0.77427886573,"Fontenay-le-Comte"
"La Baffe","P",19.52,41,"88",48.1590314003,6.56190492977,"Remiremont"
"La Chapelle-Urée","P",15.36,25,"50",48.6642257683,-1.14933275487,"Avranches"
"La Chapelle-Vendômoise","P",26.529999999999998,24,"41",47.6758696503,1.23879753733,"Blois"
"La Chapelotte","P",24.410000000000004,24,"18",47.3342226318,2.5989427382,"Bourges"
"La Châtaigneraie","P",21.259999999999998,52,"85",46.6416143401,-0.739561966419,"Fontenay-le-Comte"
"La Chaulme","P",13.85,83,"63",45.4716212556,3.95792941378,"Ambert"
"La Chaussée-d'Ivry","P",30.520000000000003,24,"28",48.8886967439,1.48819034746,"Dreux"
"La Chaux","P",18.04,25,"61",48.6020436044,-0.267103118047,"Alençon-Argentan"
"La Chaux-du-Dombief","P",15.47,43,"39",46.607697996,5.90655686239,"Saint-Claude"
"La Chenalotte","P",15.9,43,"25",47.1081527318,6.68735425042,"Pontarlier"
"La Chomette","P",15.779999999999998,83,"43",45.2277308638,3.46727338521,"Brioude"
"La Clusaz","P",30.32,82,"74",45.9001389505,6.46031714364,"Annecy"
"La Cluse-et-Mijoux","P",15.9,43,"25",46.8683471293,6.39291993544,"Pontarlier"
"La Colombe","P",10.329999999999998,25,"50",48.8755777251,-1.19526749563,"Saint-Lô"
"La Coquille","P",17.25,72,"24",45.5444015671,0.965624918469,"Nontron"
"La Côte-d'Arbroz","P",28.23,82,"74",46.1811051133,6.63111937923,"Thonon-les-Bains"
"La Coulonche","P",15.580000000000002,25,"61",48.6375516967,-0.466617045312,"Domfront"
"Lugon-et-l'Île-du-Carnay","P",30.36,72,"33",44.9523815308,-0.354697747394,"Libourne"
"Luigny","P",20.93,24,"28",48.2366504401,1.02792441815,"Nogent-le-Rotrou"
"Luisetaines","P",32.78,11,"77",48.4610681499,3.18563257802,"Provins"
"Lumbres","P",12.52,31,"62",50.705094418,2.11706482499,"Saint-Omer"
"Lunas","P",20.48,72,"24",44.9246503547,0.399062068302,"Bergerac"
"Sogny-aux-Moulins","P",32.91,21,"51",48.8957853925,4.39011051994,"Châlons-en-Champagne"
"Soing-Cubry-Charentenay","P",20.28,43,"70",47.5851238509,5.88891675749,"Vesoul"
"Soisy-sur-École","P",41.24,11,"91",48.4786667096,2.48222153936,"Evry"
"Solaize","P",43.019999999999996,82,"69",45.6460641774,4.83749103665,"Bron"
"Solers","P",34.74,11,"77",48.6593859188,2.72669568972,"Melun"
"Solférino","P",32.63,72,"40",44.1265617122,-0.900366369017,"Parentis-en-Born"
"Soliers","P",16.68,25,"14",49.1315274797,-0.287622280265,"Falaise"
"Soligny-la-Trappe","P",22.82,25,"61",48.6272197858,0.549235029616,"Mortagne-au-Perche"
"Sologny","P",24.58,26,"71",46.3708080231,4.67295100196,"Mâcon"
"Solutré-Pouilly","P",24.58,26,"71",46.2935765949,4.72347694555,"Mâcon"
"Sombacour","P",15.9,43,"25",46.9502322879,6.24102046225,"Pontarlier"
"Sommaing","P",16.839999999999996,31,"59",50.2674478954,3.49584685724,"Cambrai"
"Somme-Vesle","P",32.91,21,"51",48.992390138,4.61434632836,"Châlons-en-Champagne"
"Sommelans","P",32.849999999999994,22,"02",49.135392,3.29302303663,"Château-Thierry"
"Sommervieu","P",19.869999999999997,25,"14",49.292637722,-0.645876714207,"Bayeux"
"Sommette-Eaucourt","P",21.38,22,"02",49.727418066,3.11947808471,"Saint-Quentin"
"Sommevoire","P",25.180000000000003,21,"52",48.4099270669,4.83318653827,"Saint-Dizier"
"Somsois","P",39.35,21,"51",48.6060501552,4.49698542051,"Vitry-le-François"
"Songeons","P",29.380000000000003,22,"60",49.5626808865,1.85253851049,"Beauvais"
"Sonnac","P",32.03,54,"17",45.8306131038,-0.282090626459,"Saint-Jean-d'Angély"
"Sonnay","P",35.449999999999996,82,"38",45.3566083614,4.91625352984,"Vienne"
"Sonzay","P",26.939999999999998,24,"37",47.5132295352,0.477318608406,"Tours"
"Sorbets","P",23.36,73,"32",43.7138869454,-0.0164094873395,"Condom"
"Sorbiers","P",21.53,93,"05",44.3625387102,5.57325324553,"Gap"
"Sorbo-Ocagnano","P",30.34,94,"2B",42.4824735958,9.48942771888,"Bastia"
"Sorcy-Saint-Martin","P",21.080000000000002,41,"55",48.719302425,5.6607909695,"Commercy"
"Sorel-Moussel","P",30.520000000000003,24,"28",48.8293779269,1.39390446206,"Dreux"
"Sorigny","P",20.64,24,"37",47.2310354675,0.686650122405,"Loches"
"Sornéville","P",28.94,41,"54",48.7411266505,6.41623319667,"Nancy"
"Sortosville-en-Beaumont","P",11.070000000000002,25,"50",49.4245013285,-1.7097121823,"Cherbourg-Octeville"
"Sospel","P",39.7,93,"06",43.8844607415,7.44794904955,"Menton"
"Sotteville","P",11.070000000000002,25,"50",49.5393529841,-1.75245754632,"Cherbourg-Octeville"
"Soual","P",22.529999999999998,73,"81",43.5511250266,2.12888668782,"Castres"
"Soubise","P",31.880000000000003,54,"17",45.9097262725,-1.00226108589,"Rochefort"
"Soubran","P",29.24,54,"17",45.3542631306,-0.519282663835,"Jonzac"
"Soucht","P",11.49,41,"57",48.9616739785,7.31992410346,"Sarreguemines"
"Soudaine-Lavinadière","P",14.059999999999999,74,"19",45.5456519392,1.72687990718,"Brive-la-Gaillarde"
"Soudé","P",39.35,21,"51",48.7289755504,4.30528409518,"Vitry-le-François"
"Soudron","P",32.91,21,"51",48.8328002637,4.19908676708,"Châlons-en-Champagne"
"Soues","P",22.44,22,"80",49.9531535495,2.05747243579,"Amiens"
"Sougé-le-Ganelon","P",19.92,52,"72",48.3147256299,-0.0444490879879,"Mamers"
"Sougy-sur-Loire","P",21.840000000000003,26,"58",46.8604832973,3.40636403321,"Nevers"
"Soula","P",28.31,73,"09",42.9407714858,1.69062685843,"Foix"
"Soulaines-sur-Aubance","P",22.850000000000005,52,"49",47.3590850983,-0.519604593269,"Angers"
"Soulaires","P",30.81,24,"28",48.5176795466,1.58912796204,"Lucé"
"Soulatgé","P",24.24,91,"11",42.879514086,2.50365865424,"Carcassonne"
"Souligné-Flacé","P",21.94,52,"72",47.9670341132,0.0141635131783,"Mans (Le)"
"Soullans","P",28.450000000000003,52,"85",46.7951288466,-1.91392699457,"Sables d'Olonne (Les)"
"Soulom","P",19.700000000000003,73,"65",42.9498367638,-0.0729862244782,"Argelès-Gazost"
"Soultz-sous-Forêts","P",10.290000000000001,42,"67",48.9461642075,7.87359864642,"Wissembourg"
"Soumensac","P",31.93,72,"47",44.6884449209,0.336573282726,"Marmande"
"Soupex","P",24.24,91,"11",43.3819001261,1.89059609045,"Carcassonne"
"Sourcieux-les-Mines","P",32.71,82,"69",45.7982263531,4.63130091512,"Arbresle (L')"
"Sournia","P",34.37,91,"66",42.7145850247,2.41454778007,"Prades"
"Sourribes","P",35.86,93,"04",44.1588664818,6.04430204786,"Forcalquier"
"Sousceyrac","P",18.41,73,"46",44.8806327764,2.03547276303,"Figeac"
"Soustons","P",34.44,72,"40",43.7498040758,-1.3280117155,"Dax"
