nom_contextuel_unite,localite_unite,num_tph_fixe_unite,num_fax_unite,adresse_code_postal,adresse_geographique_unite,lambert93_x,lambert93_y,latitude,longitude
Brigade territoriale autonome de OuÃ©goa,OUEGOA,+687 47 89 60,+687 47 89 62,98821,Village Voie Urbaine 12 98821 OUEGOA,243208,416592,",054283","-3,266221"
Brigade territoriale autonome de Bourail,BOURAIL,+687 44 12 70,,98870,Village 73 bis Rue Sacot 98870 BOURAIL,342054,297629,",713510","-4,011648"
Brigade territoriale autonome de KonÃ©,KONE,+687 35 51 17,,98860,Village Route Municipale 2 98860 KONE,282796,350480,",323812","-3,684030"
Brigade territoriale autonome de YatÃ©,YATE,+687 44 87 80,+687 44 87 82,98834,Village 98834 YATE,475015,236587,"1,569660","-4,382044"
Brigade territoriale autonome de Thio,THIO,+687 44 51 17,,98829,Village 98829 THIO,429039,274783,"1,272140","-4,143834"
Brigade territoriale autonome de Pont-des-FranÃ§ais,LE MONT DORE,+687 44 87 26,+687 44 87 33,98810,143 Route de YahouÃ© Pont-des-FranÃ§ais 98810 LE MONT DORE,474954,216441,"1,571589","-4,510467"
Brigade territoriale autonome de Plum,LE MONT DORE,+687 44 87 70,,98810,1124 Route du Sud Plum 98810 LE MONT DORE,474954,216441,"1,571589","-4,510467"
Brigade territoriale autonome de PaÃ¯ta,PAITA,+687 44 87 36,+687 44 87 44,98890,Quartier PaÃ¯ta-Sud 16 Route Territoriale 1 98890 PAITA,432009,235863,"1,296427","-4,392108"
Brigade territoriale autonome de Kouaoua,KOUAOUA,+687 45 53 20,+687 45 53 19,98818,Village S.L.N. 98818 KOUAOUA,375756,305920,",927298","-3,952500"
Brigade territoriale autonome de l'Ãle-des-Pins,L ILE DES PINS,+687 44 87 85,+687 44 87 87,98832,Ãle des Pins Zone Kuto Ãles LoyautÃ© 98832 L ILE DES PINS,552754,175865,"2,068381","-4,761045"
Brigade territoriale autonome de Canala,CANALA,+687 44 87 75,+687 44 87 77,98813,Village 5 bis Rue Cawidrone Malo 98813 CANALA,399065,293137,"1,078226","-4,030705"
Brigade territoriale autonome de Bouloupari,BOULOUPARI,+687 44 88 35,+687 44 88 37,98812,Village 72 Voie Urbaine 18 98812 BOULOUPARI,413909,258848,"1,178037","-4,247930"
Brigade territoriale autonome de La-Foa,LA FOA,+687 44 87 50,+687 44 87 61,98880,95 Route Territoriale 1 98880 LA FOA,385379,266506,",995181","-4,203392"
Brigade territoriale autonome de Futuna,SIGAVE,+681 72 32 17,+681 72 33 33,98620,Ãle Futuna 98620 SIGAVE,376020,8421474,"-3,030155","62,535547"
Brigade territoriale autonome de Wallis,UVEA,+681 72 09 00,+681 72 09 09,98600,Ãle Uvea Zone de Mata'Utu Ãles Wallis 98600 UVEA,589497,8531280,",884869","63,568715"
Brigade territoriale autonome de Pamandzi,PAMANDZI,+269 60 10 48,+269 60 91 39,97615,20 Route Nationale 4 97615 PAMANDZI,530806,8584850,"-,280047","64,007673"
Brigade territoriale autonome de Mamoudzou,MAMOUDZOU,+269 61 12 16,+269 61 54 67,97600,Rue de l'HÃ´pital 97600 MAMOUDZOU,521300,8585676,"-,464805","64,011240"
Brigade territoriale autonome de Saint-Philippe,ST PHILIPPE,+33 2 62 37 00 54,,97442,26 Rue Leconte de Lisle 97442 ST PHILIPPE,371522,7637318,"-2,161213","55,695207"
Brigade territoriale autonome de La-Plaine-des-Cafres,LE TAMPON,+33 2 62 27 51 53,+33 2 62 59 39 51,97430,208 Rue Jean De Fos Du Rau 97430 LE TAMPON,349630,7652036,"-2,520251","55,812287"
Brigade territoriale autonome d'Entre-Deux,ENTRE DEUX,+33 2 62 39 50 22,,97414,8 Rue Payet 97414 ENTRE DEUX,341168,7649552,"-2,650328","55,785019"
Brigade territoriale autonome de Cilaos,CILAOS,+33 2 62 31 70 39,+33 2 62 31 49 45,97413,74 Rue du PÃ¨re Boiteau 97413 CILAOS,341307,7662314,"-2,662533","55,897937"
Brigade territoriale autonome des Trois-Bassins,LES TROIS BASSINS,+33 2 62 24 81 08,,97426,12 Rue du GÃ©nÃ©ral de Gaulle 97426 LES TROIS BASSINS,322928,7665086,"-2,954897","55,910466"
Brigade territoriale autonome de La-Saline,ST PAUL,+33 2 62 33 50 33,+33 2 62 33 35 72,97460,10 Rue Souprayen 97460 ST PAUL,320333,7667795,"-2,998966","55,932664"
Brigade territoriale autonome de Saint-Gilles,ST PAUL,+33 2 62 24 40 47,+33 2 62 24 48 87,97460,Boulevard Roland Garros Saint-Gilles-les-Bains 97460 ST PAUL,327586,7673240,"-2,891199","55,985606"
Brigade territoriale autonome de Saint-Paul,ST PAUL,+33 2 62 45 45 45,+33 2 62 55 48 90,97460,Camp de l'Etang 97460 ST PAUL,321816,7677874,"-2,987676","56,022701"
Brigade territoriale autonome de la Plaine-des-Palmistes,LA PLAINE DES PALMISTES,+33 2 62 51 30 04,+33 2 62 51 23 15,97431,319 Rue de la RÃ©publique 97431 LA PLAINE DES PALMISTES,357151,7661997,"-2,412869","55,904974"
Brigade territoriale autonome de Salazie,SALAZIE,+33 2 62 47 80 03,+33 2 62 47 68 46,97433,74 Rue du GÃ©nÃ©ral de Gaulle Hell Bourg 97433 SALAZIE,345646,7671652,"-2,604712","55,983211"
Brigade territoriale autonome de Sainte-Rose (974),STE ROSE,+33 2 62 47 20 20,,97439,Route Nationale 2 97439 STE ROSE,377347,7661038,"-2,093953","55,908393"
Brigade territoriale autonome de Bras-Panon,BRAS PANON,+33 2 62 51 63 64,+33 2 62 51 23 11,97412,Route Nationale 2 97412 BRAS PANON,360219,7678747,"-2,382581","56,054885"
Brigade territoriale autonome de la Possession,LA POSSESSION,+33 2 62 42 00 47,+33 2 62 42 48 41,97419,41 Rue Pablo Neruda 97419 LA POSSESSION,326635,7682690,"-2,917369","56,068454"
Brigade territoriale autonome de Saint-Denis,ST DENIS,+33 2 62 93 76 41,,97400,Caserne VÃ©rines 61 Rue Victor Mac-Auliffe 97400 ST DENIS,339207,7690695,"-2,728014","56,147355"
Brigade territoriale autonome de Maripasoula,MARIPASOULA,+33 5 94 37 22 83,,97370,Rue Maurice Gougis 97370 MARIPASOULA,163506,402850,"-,455209","-3,376042"
Brigade territoriale autonome de Grand-Santi,GRAND SANTI,+33 5 94 37 42 02,,97340,Le bourg 97340 GRAND SANTI,615601,6488367,"1,919463","45,489565"
Brigade territoriale autonome de Mana,MANA,+33 5 94 34 82 42,+33 5 94 34 84 42,97360,2 Rue des FrÃ¨res 97360 MANA,202922,552206,"-,241109","-2,393212"
Brigade territoriale autonome de Saint-Laurent-du-Maroni,ST LAURENT DU MARONI,+33 5 94 34 10 54,,97320,Caserne Joffre 14 Avenue du GÃ©nÃ©ral de Gaulle 97320 ST LAURENT DU MARONI,164071,608893,"-,510532","-2,031897"
Brigade territoriale autonome de Cacao,ROURA,+33 5 94 27 08 90,,97352,Le bourg de Cacao 97352 ROURA,332520,492362,",615086","-2,754206"
Brigade territoriale autonome de Camopi,CAMOPI,+33 5 94 37 44 01,,97330,Le bourg 97330 CAMOPI,312054,306988,",520120","-3,957433"
Brigade territoriale autonome de Saint-Georges,ST GEORGES,+33 5 94 37 00 87,,97313,12 Rue Laurence Onozo 97313 ST GEORGES,380714,416090,",940615","-3,241233"
Brigade territoriale autonome de RÃ©gina,REGINA,+33 5 94 28 09 07,+33 5 94 27 07 22,97390,Le bourg 97390 REGINA,335695,436682,",646447","-3,115851"
Brigade territoriale autonome d'Iracoubo,IRACOUBO,+33 5 94 34 61 07,+33 5 94 34 50 47,97350,1 Rue du Stade 97350 IRACOUBO,245303,581490,",027772","-2,190152"
Brigade territoriale autonome de Sinnamary,SINNAMARY,+33 5 94 34 50 17,,97315,29 Rue Constantin VerdÃ©rosa 97315 SINNAMARY,282946,594692,",270648","-2,094421"
Brigade territoriale autonome de Kourou,KOUROU,+33 5 94 32 00 03,,97310,11 Avenue de France 97310 KOUROU,317477,571617,",501251","-2,238572"
Brigade territoriale autonome de Macouria,MACOURIA,+33 5 94 38 88 68,+33 5 94 38 70 01,97355,Rue Georges GuÃ©ril 97355 MACOURIA,336773,554150,",630642","-2,349289"
Brigade territoriale autonome de Morne-Ã -l'Eau,MORNE A L EAU,+33 5 90 85 37 80,+33 5 90 85 37 90,97111,Boulevard Nelson Mandela 97111 MORNE A L EAU,664421,1806179,"2,741056","6,354053"
Brigade territoriale autonome de Sainte-Anne,STE ANNE,+33 5 90 85 19 50,+33 5 90 85 19 60,97180,1 Impasse Joas Section Castaing 97180 STE ANNE,672114,1798092,"2,797197","6,295350"
Brigade territoriale autonome de Saint-FranÃ§ois,ST FRANCOIS,+33 5 90 85 18 00,+33 5 90 85 18 18,97118,Morne-Ã -Caye 97118 ST FRANCOIS,686592,1800104,"2,902471","6,310193"
Brigade territoriale autonome de Port-Louis,PORT LOUIS,+33 5 90 22 44 80,,97117,Quartier Rodrigue 97117 PORT LOUIS,657453,1816215,"2,690057","6,426974"
Brigade territoriale autonome du Moule,LE MOULE,+33 5 90 22 40 95,+33 5 90 22 72 22,97160,RÃ©sidence Caraibe Route de Damencourt 97160 LE MOULE,675268,1806611,"2,819993","6,357418"
Brigade territoriale autonome de la DÃ©sirade,LA DESIRADE,+33 5 90 22 47 60,+33 5 90 22 47 65,97127,Ãle de La DÃ©sirade 9 Rue Philippe Pain 97127 LA DESIRADE,706057,1803484,"3,044072","6,334844"
Brigade territoriale autonome de Grand-Bourg,GRAND BOURG,+33 5 90 97 68 68,+33 5 90 97 68 75,97112,Ãle de Marie-Galante Rue du Docteur FÃ©lix Selbonne 97112 GRAND BOURG,680003,1761479,"2,855059","6,029429"
Brigade territoriale autonome de Sainte-Rose,STE ROSE,+33 5 90 68 67 00,+33 5 90 68 67 07,97115,Rue Grignan 97115 STE ROSE,638954,1806004,"2,555717","6,351953"
Brigade territoriale autonome de Petit-Bourg,PETIT BOURG,+33 5 90 94 45 60,+33 5 90 94 45 66,97170,Route de Blonde 97170 PETIT BOURG,649353,1791102,"2,631904","6,243901"
Brigade territoriale autonome de Lamentin,LAMENTIN,+33 5 90 41 13 78,+33 5 90 41 13 75,97129,Section-BrÃ©fort 97129 LAMENTIN,642182,1795678,"2,579610","6,276926"
Brigade territoriale autonome de Saint-BarthÃ©lÃ©my,ST BARTHELEMY,+33 5 90 27 11 70,+33 5 90 27 11 75,97133,Fort Oscar - Gustavia 97133 ST BARTHELEMY,517831,1978706,"1,652876","7,607674"
Brigade territoriale autonome de Terre-de-Haut,TERRE DE HAUT,+33 5 90 99 64 00,+33 5 90 99 64 03,97137,Ãle des Saintes Section Marigot 97137 TERRE DE HAUT,651364,1754013,"2,647722","5,974618"
Brigade territoriale autonome de Capesterre-Belle-Eau,CAPESTERRE BELLE EAU,+33 5 90 86 58 70,+33 5 90 86 58 80,97130,Quartier Cayenne 97130 CAPESTERRE BELLE EAU,653447,1773378,"2,662209","6,115220"
Brigade territoriale autonome de Deshaies,DESHAIES,+33 5 90 85 38 20,+33 5 90 85 38 25,97126,Chemin de Matouba 97126 DESHAIES,629301,1803415,"2,485589","6,332677"
Brigade territoriale autonome de Pointe-Noire,POINTE NOIRE,+33 5 90 41 91 80,+33 5 90 41 91 75,97116,Rue Raie-d'Eau 97116 POINTE NOIRE,629238,1795370,"2,485512","6,274128"
Brigade territoriale autonome de Bouillante,BOUILLANTE,+33 5 90 99 63 80,+33 5 90 99 63 88,97125,Rue FÃ©licitÃ© LÃ©andre Section-Pigeon 97125 BOUILLANTE,633230,1785149,"2,514992","6,199983"
Brigade territoriale autonome de Vieux-Habitants,VIEUX HABITANTS,+33 5 90 99 63 60,+33 5 90 99 66 75,97119,Section-Beausoleil 97119 VIEUX HABITANTS,637230,1780595,"2,544238","6,167058"
Brigade territoriale autonome de Saint-Claude,ST CLAUDE,+33 5 90 92 37 20,+33 5 90 92 37 23,97120,Caserne Bonne-Terre 97120 ST CLAUDE,639590,1772955,"2,561681","6,111653"
Brigade territoriale autonome de Sainte-Marie,STE MARIE,+33 5 96 69 54 20,+33 5 96 69 56 88,97230,ZAC Belle-Etoile 97230 STE MARIE,713833,1630067,"3,099069","5,080870"
Brigade territoriale autonome de la TrinitÃ©,LA TRINITE,+33 5 96 58 17 28,+33 5 96 58 17 30,97220,Caserne La Crique 131 Rue Joseph LagrosilliÃ¨re 97220 LA TRINITE,719227,1630960,"3,137710","5,087225"
Brigade territoriale autonome de Saint-Joseph,ST JOSEPH,+33 5 96 57 33 37,+33 5 96 57 41 86,97212,Belle Etoile 97212 ST JOSEPH,711762,1623252,"3,084185","5,031960"
Brigade territoriale autonome de Rousset,ROUSSET,+33 4 42 29 00 03,+33 4 42 29 83 74,13790,700 Quartier le Jas 13790 ROUSSET,912608,6270135,"5,628128","43,498453"
Brigade territoriale autonome de Quetigny,QUETIGNY,+33 3 80 46 33 36,+33 3 80 46 81 46,21800,1 AllÃ©e des Jardins 21800 QUETIGNY,860226,6692913,"5,121321","47,317169"
Brigade territoriale autonome de Latresne,LATRESNE,+33 5 57 97 16 60,+33 5 57 97 16 68,33360,9 Chemin du Stade 33360 LATRESNE,423910,6415936,"-,491613","44,787624"
Brigade territoriale autonome de Gujan-Mestras,GUJAN MESTRAS,+33 5 57 52 74 30,+33 5 57 52 74 35,33470,87 Avenue de CÃ©sarÃ©e 33470 GUJAN MESTRAS,377061,6400017,"-1,072745","44,624276"
Brigade territoriale autonome de Bouguenais,BOUGUENAIS,+33 2 40 65 16 79,+33 2 40 65 32 76,44340,23 Rue Gutemberg 44340 BOUGUENAIS,350478,6684915,"-1,617159","47,172521"
Brigade territoriale autonome de Carry-le-Rouet,CARRY LE ROUET,+33 4 42 45 00 04,+33 4 42 45 50 89,13620,Quartier des Loges Avenue Pierre SÃ©mard 13620 CARRY LE ROUET,874807,6251001,"5,154661","43,336690"
Brigade territoriale autonome de Mer,MER,+33 2 54 81 41 20,,41500,1 Avenue du GÃ©nÃ©ral de Gaulle 41500 MER,587904,6735382,"1,505072","47,709277"
Brigade territoriale autonome d'Amboise,AMBOISE,+33 2 47 30 63 70,+33 2 47 30 63 74,37400,1 Boulevard Anatole France 37400 AMBOISE,547913,6703978,",982646","47,418663"
Brigade territoriale autonome de Nogent-le-Roi,NOGENT LE ROI,+33 2 37 38 05 20,+33 2 37 38 05 29,28210,9 Route de Dreux 28210 NOGENT LE ROI,590960,6840157,"1,519624","48,652386"
Brigade territoriale autonome d'Anet,ANET,+33 2 37 62 59 90,+33 2 37 62 59 99,28260,Rue Hubert Baraine 28260 ANET,585189,6862589,"1,435260","48,853102"
Brigade territoriale autonome de Saint-Florent-sur-Cher,ST FLORENT SUR CHER,+33 2 48 55 87 00,+33 2 48 55 86 93,18400,6 Rue Jean Moulin 18400 ST FLORENT SUR CHER,643069,6655346,"2,250820","46,995903"
Brigade territoriale autonome de Malesherbes,MALESHERBES,+33 2 38 34 45 90,+33 2 38 34 45 94,45330,22 Rue de Boigneville 45330 MALESHERBES,656108,6799766,"2,408155","48,296741"
Brigade territoriale autonome de Pithiviers,PITHIVIERS,+33 2 38 06 12 20,+33 2 38 06 12 34,45300,Caserne La Haye 62 Faubourg d'OrlÃ©ans 45300 PITHIVIERS,644198,6785551,"2,249389","48,167932"
Brigade territoriale autonome de ChÃ¢tillon-Coligny,CHATILLON COLIGNY,+33 2 38 96 88 45,+33 2 38 96 88 49,45230,1 Rue de l'Avenir - Sainte-GeneviÃ¨ve 45230 CHATILLON COLIGNY,690633,6747220,"2,874815","47,825307"
Brigade territoriale autonome de Sully-sur-Loire,SULLY SUR LOIRE,+33 2 38 36 86 10,+33 2 38 36 86 16,45600,1 Rue Boucicaut 45600 SULLY SUR LOIRE,652779,6740009,"2,369700","47,758777"
Brigade territoriale autonome de Gien,GIEN,+33 2 38 05 11 30,,45500,3 Avenue Jean Villejean 45500 GIEN,672615,6732424,"2,634931","47,691634"
Brigade territoriale autonome de ChÃ©cy,CHECY,+33 2 38 46 83 60,+33 2 38 46 83 64,45430,128 Rue de la HerpiniÃ¨re 45430 CHECY,628289,6755247,"2,040365","47,893694"
Brigade territoriale autonome de ChÃ¢teauneuf-sur-Loire,CHATEAUNEUF SUR LOIRE,+33 2 38 46 86 70,+33 2 38 46 86 74,45110,91 Boulevard de Verdun 45110 CHATEAUNEUF SUR LOIRE,643211,6751448,"2,240526","47,860968"
Brigade territoriale autonome de Nangis,NANGIS,+33 1 64 08 00 33,+33 1 64 08 77 84,77370,1 Rue Marcel Paul 77370 NANGIS,700545,6828125,"3,007385","48,553350"
Brigade territoriale autonome de Saint-Soupplets,ST SOUPPLETS,+33 1 60 01 50 07,,77165,14 Rue du Point-du-Jour 77165 ST SOUPPLETS,686073,6882529,"2,809511","49,042490"
Brigade territoriale autonome de Lizy-sur-Ourcq,LIZY SUR OURCQ,+33 1 60 01 70 10,+33 1 60 01 19 15,77440,Avenue du GÃ©nÃ©ral de Gaulle 77440 LIZY SUR OURCQ,701307,6881118,"3,017872","49,029953"
Brigade territoriale autonome d'Esbly,ESBLY,+33 1 60 04 20 43,+33 1 60 04 62 70,77450,1 Rue Jean Le Beau 77450 ESBLY,686056,6866460,"2,809808","48,897993"
Brigade territoriale autonome de Dammartin-en-GoÃ«le,DAMMARTIN EN GOELE,+33 1 60 03 00 19,,77230,64 Avenue de l'Europe 77230 DAMMARTIN EN GOELE,676711,6884732,"2,681340","49,062027"
Brigade territoriale autonome de Chelles,CHELLES,+33 1 60 20 73 15,+33 1 60 20 89 33,77500,17 Avenue du gendarme Castermant 77500 CHELLES,671355,6864333,"2,609437","48,878379"
Brigade territoriale autonome de Meaux,MEAUX,+33 1 64 34 08 90,,77100,3 Rue de NoÃ«fort 77100 MEAUX,692108,6873085,"2,892232","48,957672"
Brigade territoriale autonome de Lorrez-le-Bocage-PrÃ©aux,LORREZ LE BOCAGE PREAUX,+33 1 64 31 63 80,,77710,1 Avenue du Bocage 77710 LORREZ LE BOCAGE PREAUX,692058,6793254,"2,893026","48,239581"
Brigade territoriale autonome de la Chapelle-la-Reine,LA CHAPELLE LA REINE,+33 1 64 24 30 47,+33 1 64 24 39 82,77760,3 Rue Blanche de Castille 77760 LA CHAPELLE LA REINE,668060,6802222,"2,569132","48,319534"
Brigade territoriale autonome de Fontainebleau,FONTAINEBLEAU,+33 1 64 22 24 88,+33 1 64 22 75 27,77300,27 Rue des Bois 77300 FONTAINEBLEAU,677838,6812185,"2,700525","48,409576"
Brigade territoriale autonome de Rozay-en-Brie,ROZAY EN BRIE,+33 1 64 25 60 28,,77540,Rue des Etangs 77540 ROZAY EN BRIE,696810,6842913,"2,956666","48,686362"
Brigade territoriale autonome de Mortcerf,MORTCERF,+33 1 64 04 30 24,,77163,133 Rue du 27 AoÃ»t 1944 77163 MORTCERF,693903,6854127,"2,917015","48,787201"
Brigade territoriale autonome de la FertÃ©-sous-Jouarre,LA FERTE SOUS JOUARRE,+33 1 60 22 01 19,,77260,6 Avenue de Montmirail 77260 LA FERTE SOUS JOUARRE,709429,6871380,"3,128718","48,942319"
Brigade territoriale autonome de CrÃ©cy-la-Chapelle,CRECY LA CHAPELLE,+33 1 64 63 80 42,+33 1 64 63 62 99,77580,37 Rue des Bouleurs 77580 CRECY LA CHAPELLE,692978,6862546,"2,904287","48,862908"
Brigade territoriale autonome de Coulommiers,COULOMMIERS,+33 1 64 03 00 20,+33 1 64 03 71 10,77120,27 Avenue de la RÃ©publique 77120 COULOMMIERS,706494,6857287,"3,088436","48,815617"
Brigade territoriale autonome de Tournan-en-Brie,TOURNAN EN BRIE,+33 1 64 25 42 11,+33 1 64 25 49 33,77220,10 Rue des FrÃ¨res Vinot 77220 TOURNAN EN BRIE,682395,6849069,"2,760592","48,741498"
Brigade territoriale autonome de Mormant,MORMANT,+33 1 64 06 90 16,+33 1 64 06 82 81,77720,133 Rue Charles de Gaulle 77720 MORMANT,691663,6834601,"2,886908","48,611551"
Brigade territoriale autonome de Chaumes-en-Brie,CHAUMES EN BRIE,+33 1 64 06 03 16,+33 1 64 06 39 15,77390,1 Rue de Foix 77390 CHAUMES EN BRIE,688428,6840405,"2,842868","48,663707"
Brigade territoriale autonome du ChÃ¢telet-en-Brie,LE CHATELET EN BRIE,+33 1 60 69 40 16,,77820,1 Rue du 26 AoÃ»t 1944 77820 LE CHATELET EN BRIE,684483,6822949,"2,789932","48,506603"
Brigade territoriale autonome de Coubert,COUBERT,+33 1 64 06 66 78,+33 1 64 06 79 99,77170,1 ter Rue Etienne TÃ©trot 77170 COUBERT,677385,6841495,"2,692864","48,673219"
Brigade territoriale autonome de Melun,MELUN,+33 1 64 71 71 63,+33 1 64 71 71 66,77000,3 Rue AndrÃ© Malraux 77000 MELUN,675379,6827905,"2,666400","48,550904"
Brigade territoriale autonome de Louvres,LOUVRES,+33 1 30 29 39 70,+33 1 30 29 39 74,95380,2 Route de la Grange aux DÃ®mes 95380 LOUVRES,664359,6883037,"2,512477","49,046220"
Brigade territoriale autonome d'Ãcouen,ECOUEN,+33 1 34 29 47 80,+33 1 34 29 47 85,95440,79 Rue du MarÃ©chal Leclerc 95440 ECOUEN,655021,6880486,"2,385021","49,022696"
Brigade territoriale autonome de Domont,DOMONT,+33 1 39 35 58 50,+33 1 39 35 58 55,95330,191 Avenue Jean Rostand 95330 DOMONT,651826,6882002,"2,341166","49,036096"
Brigade territoriale autonome de Montmorency,MONTMORENCY,+33 1 39 64 14 32,+33 1 39 64 88 82,95160,2 Rue des Gallerands 95160 MONTMORENCY,650756,6876941,"2,327123","48,990508"
Brigade territoriale autonome de Vigny,VIGNY,+33 1 34 67 89 89,+33 1 34 67 89 85,95450,50 Rue Baudouin 95450 VIGNY,621230,6887067,"1,921827","49,078609"
Brigade territoriale autonome d'Auvers-sur-Oise,AUVERS SUR OISE,+33 1 30 36 70 17,,95430,31 Rue FranÃ§ois Mitterrand 95430 AUVERS SUR OISE,638798,6886482,"2,162356","49,075266"
Brigade territoriale autonome de Marines,MARINES,+33 1 30 39 70 27,,95640,4 Place du Docteur Cesbron 95640 MARINES,625393,6894481,"1,977488","49,145761"
Brigade territoriale autonome de Magny-en-Vexin,MAGNY EN VEXIN,+33 1 34 46 88 88,+33 1 34 46 88 75,95420,26 Rue de Crosne 95420 MAGNY EN VEXIN,611565,6895211,"1,787845","49,150564"
Brigade territoriale autonome de Pontoise,PONTOISE,+33 1 30 75 56 02,+33 1 30 75 56 03,95000,Caserne Lange 5 Boulevard de l'Hautil 95000 PONTOISE,633230,6882394,"2,086802","49,037956"
Brigade territoriale autonome d'Orsay,ORSAY,+33 1 60 19 32 32,+33 1 60 19 74 99,91400,Rue Nicolas Appert 91400 ORSAY,639222,6846304,"2,173911","48,714010"
Brigade territoriale autonome de Longjumeau,LONGJUMEAU,+33 1 69 79 50 50,,91160,13 Avenue du MarÃ©chal Leclerc 91160 LONGJUMEAU,647917,6844484,"2,292307","48,698400"
Brigade territoriale autonome de Limours,LIMOURS,+33 1 64 91 00 30,+33 1 64 91 77 25,91470,52 Rue de Marcoussis 91470 LIMOURS,633059,6838650,"2,091348","48,644561"
Brigade territoriale autonome de Marolles-en-Hurepoix,MAROLLES EN HUREPOIX,+33 1 64 56 18 03,,91630,Rue du Potager 91630 MAROLLES EN HUREPOIX,649118,6829462,"2,310408","48,563379"
Brigade territoriale autonome d'Ãgly,EGLY,+33 1 64 90 00 64,,91520,9 AllÃ©e des Joncs 91520 EGLY,642735,6831693,"2,223609","48,582914"
Brigade territoriale autonome de Palaiseau,PALAISEAU,+33 1 60 14 00 34,,91120,2 Rue Gutenberg 91120 PALAISEAU,644573,6845915,"2,246687","48,710993"
Brigade territoriale autonome de Saint-ChÃ©ron,ST CHERON,+33 1 64 56 60 34,+33 1 64 56 71 10,91530,6 Impasse Vauvilliers 91530 ST CHERON,635300,6828277,"2,123328","48,551487"
Brigade territoriale autonome de Guigneville-sur-Essonne,GUIGNEVILLE SUR ESSONNE,+33 1 64 57 68 25,+33 1 64 57 68 70,91590,Route de Milly-la-ForÃªt 91590 GUIGNEVILLE SUR ESSONNE,653838,6818238,"2,375577","48,462767"
Brigade territoriale autonome de Lardy,LARDY,+33 1 60 82 60 03,+33 1 60 82 86 60,91510,36 Rue de la Roche-qui-Tourne 91510 LARDY,644791,6824595,"2,252393","48,519245"
Brigade territoriale autonome de Dourdan,DOURDAN,+33 1 64 59 70 73,+33 1 64 59 27 45,91410,1 Rue de la Gironde 91410 DOURDAN,626273,6825944,"2,001426","48,529538"
Brigade territoriale autonome d'Ãtampes,ETAMPES,+33 1 64 94 69 45,+33 1 64 94 83 15,91150,76 Avenue du 8 Mai 1945 91150 ETAMPES,637638,6815848,"2,156803","48,439912"
